source,dest,likelyOperating,otherMiddle,officeClosed,otherClosed,diffOfCl_LiOp,diffOtMi_LiOp,diffOtCl_LiOp,ALL,ALL-LO,exp-LO,CHI-LO,exp-LOOM,CHI-LOOM,exp-offC,CHI-offC,exp-allC,CHI-allC
S02000634,S02000637,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02000634,S02000642,4,0,0,0,-4,-4,-4,4,0,1,2.5,2,1.8,1,-0.9,2,-1.5
S02000634,S02000644,0,0,10,0,10,0,0,10,10,3,-1.8,4,-2.1,2,6,6,1.8
S02000634,S02000646,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02000634,S02000651,7,3,10,4,3,-4,-3,24,17,7,-0.2,10,-0.1,4,2.6,14,0.1
S02000634,S02000655,43,12,236,147,193,-31,104,438,395,136,-8,186,-9.6,81,17.2,252,8.3
S02000634,S02000656,3,12,0,0,-3,9,-3,15,12,5,-0.8,6,3.4,3,-1.7,9,-2.9
S02000634,S02000658,44,9,31,143,-13,-35,99,227,183,71,-3.2,97,-4.4,42,-1.7,130,3.8
S02000634,S02000659,0,0,0,5,0,0,5,5,5,2,-1.2,2,-1.5,1,-1,3,1.3
S02000634,S02000660,4,0,0,3,-4,-4,-1,7,3,2,1.2,3,0.6,1,-1.1,4,-0.5
S02000634,S02000661,5,3,26,12,21,-2,7,46,41,14,-2.5,20,-2.6,9,6,26,2.2
S02000634,S02000663,0,0,0,5,0,0,5,5,5,2,-1.2,2,-1.5,1,-1,3,1.3
S02000634,S02000664,3,0,0,3,-3,-3,0,6,3,2,0.8,3,0.3,1,-1.1,3,-0.2
S02000634,S02000665,3,0,3,6,0,-3,3,12,9,4,-0.4,5,-0.9,2,0.5,7,0.8
S02000634,S02000668,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02000634,S02000669,0,0,9,0,9,0,0,9,9,3,-1.7,4,-2,2,5.7,5,1.7
S02000634,S02000670,4,4,0,3,-4,0,-1,11,7,3,0.3,5,1.5,2,-1.4,6,-1.3
S02000634,S02000672,3,3,7,33,4,0,30,46,43,14,-3,20,-3.1,9,-0.5,26,2.6
S02000634,S02000676,5,0,0,0,-5,-5,-5,5,0,2,2.8,2,2,1,-1,3,-1.7
S02000634,S02000684,0,7,0,0,0,7,0,7,7,2,-1.5,3,2.3,1,-1.1,4,-2
S02000634,S02000685,0,0,0,4,0,0,4,4,4,1,-1.1,2,-1.3,1,-0.9,2,1.1
S02000634,S02000687,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02000634,S02000689,18,0,0,16,-18,-18,-2,34,16,11,2.3,14,0.9,6,-2.5,20,-0.8
S02000634,S02000691,6,0,0,0,-6,-6,-6,6,0,2,3,3,2.2,1,-1.1,3,-1.9
S02000634,S02000695,0,0,3,0,3,0,0,3,3,1,-1,1,-1.1,1,3.3,2,1
S02000634,S02000705,0,0,3,0,3,0,0,3,3,1,-1,1,-1.1,1,3.3,2,1
S02000634,S02000779,0,0,0,6,0,0,6,6,6,2,-1.4,3,-1.6,1,-1.1,3,1.4
S02000634,S02000781,3,0,0,6,-3,-3,3,9,6,3,0.1,4,-0.4,2,-1.3,5,0.4
S02000634,S02000983,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02000634,S02000993,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02000634,S02001000,5,0,4,11,-1,-5,6,20,15,6,-0.5,9,-1.2,4,0.2,11,1
S02000634,S02001010,7,0,0,0,-7,-7,-7,7,0,2,3.3,3,2.3,1,-1.1,4,-2
S02000634,S02001013,0,3,0,5,0,3,5,8,8,2,-1.6,3,-0.2,1,-1.2,5,0.2
S02000634,S02001014,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02000634,S02001015,0,8,0,0,0,8,0,8,8,2,-1.6,3,2.5,1,-1.2,5,-2.1
S02000634,S02001016,0,5,0,0,0,5,0,5,5,2,-1.2,2,2,1,-1,3,-1.7
S02000634,S02001157,0,4,0,0,0,4,0,4,4,1,-1.1,2,1.8,1,-0.9,2,-1.5
S02000634,S02001185,6,6,4,4,-2,0,-2,20,14,6,-0.1,9,1.2,4,0.2,11,-1
S02000634,S02001192,0,0,0,4,0,0,4,4,4,1,-1.1,2,-1.3,1,-0.9,2,1.1
S02000635,S02000260,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02000635,S02000264,0,0,0,4,0,0,4,4,4,1,-1.1,2,-1.3,1,-0.9,2,1.1
S02000635,S02000269,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02000635,S02000281,0,4,0,4,0,4,4,8,8,2,-1.6,3,0.3,1,-1.2,5,-0.3
S02000635,S02000324,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02000635,S02000327,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02000635,S02000597,0,0,3,5,3,0,5,8,8,2,-1.6,3,-1.8,1,1.2,5,1.6
S02000635,S02000599,7,3,0,0,-7,-4,-7,10,3,3,2.2,4,2.8,2,-1.4,6,-2.4
S02000635,S02000602,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02000635,S02000603,0,0,0,4,0,0,4,4,4,1,-1.1,2,-1.3,1,-0.9,2,1.1
S02000635,S02000604,5,0,0,0,-5,-5,-5,5,0,2,2.8,2,2,1,-1,3,-1.7
S02000635,S02000607,8,0,0,0,-8,-8,-8,8,0,2,3.5,3,2.5,1,-1.2,5,-2.1
S02000635,S02000608,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02000635,S02000610,9,0,0,4,-9,-9,-5,13,4,4,2.5,6,1.5,2,-1.6,7,-1.3
S02000635,S02000611,5,10,0,7,-5,5,2,22,17,7,-0.7,9,1.8,4,-2,13,-1.6
S02000635,S02000613,0,0,0,4,0,0,4,4,4,1,-1.1,2,-1.3,1,-0.9,2,1.1
S02000635,S02000615,0,3,0,0,0,3,0,3,3,1,-1,1,1.5,1,-0.7,2,-1.3
S02000635,S02000619,6,0,0,8,-6,-6,2,14,8,4,0.8,6,0,3,-1.6,8,0
S02000635,S02000620,0,6,0,0,0,6,0,6,6,2,-1.4,3,2.2,1,-1.1,3,-1.9
S02000635,S02000622,0,0,0,8,0,0,8,8,8,2,-1.6,3,-1.8,1,-1.2,5,1.6
S02000635,S02000625,0,0,0,8,0,0,8,8,8,2,-1.6,3,-1.8,1,-1.2,5,1.6
S02000635,S02000626,0,0,0,4,0,0,4,4,4,1,-1.1,2,-1.3,1,-0.9,2,1.1
S02000635,S02000628,14,6,4,9,-10,-8,-5,33,19,10,1.2,14,1.6,6,-0.9,19,-1.4
S02000635,S02000629,0,3,0,0,0,3,0,3,3,1,-1,1,1.5,1,-0.7,2,-1.3
S02000635,S02000632,5,4,0,3,-5,-1,-2,12,7,4,0.7,5,1.7,2,-1.5,7,-1.5
S02000635,S02000633,30,22,7,42,-23,-8,12,101,71,31,-0.3,43,1.4,19,-2.7,58,-1.2
S02000635,S02000634,16,3,10,15,-6,-13,-1,44,28,14,0.6,19,0.1,8,0.7,25,-0.1
S02000635,S02000635,25,12,13,32,-12,-13,7,82,57,26,-0.1,35,0.4,15,-0.6,47,-0.3
S02000635,S02000639,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02000635,S02000642,0,3,0,3,0,3,3,6,6,2,-1.4,3,0.3,1,-1.1,3,-0.2
S02000635,S02000644,0,0,7,6,7,0,6,13,13,4,-2,6,-2.4,2,3,7,2
S02000635,S02000645,0,0,4,0,4,0,0,4,4,1,-1.1,2,-1.3,1,3.8,2,1.1
S02000635,S02000647,7,0,5,8,-2,-7,1,20,13,6,0.3,9,-0.5,4,0.7,11,0.4
S02000635,S02000648,0,7,0,3,0,7,3,10,10,3,-1.8,4,1.3,2,-1.4,6,-1.1
S02000635,S02000649,0,3,0,3,0,3,3,6,6,2,-1.4,3,0.3,1,-1.1,3,-0.2
S02000635,S02000650,0,6,0,4,0,6,4,10,10,3,-1.8,4,0.8,2,-1.4,6,-0.7
S02000635,S02000651,3,7,17,3,14,4,0,30,27,9,-2.1,13,-0.8,6,4.9,17,0.7
S02000635,S02000652,4,0,0,4,-4,-4,0,8,4,2,1,3,0.3,1,-1.2,5,-0.3
S02000635,S02000655,79,31,286,190,207,-48,111,586,507,183,-7.7,249,-8.8,108,17.1,337,7.6
S02000635,S02000656,3,4,3,6,0,1,3,16,13,5,-0.9,7,0.1,3,0,9,-0.1
S02000635,S02000658,88,24,96,305,8,-64,217,513,425,160,-5.7,218,-7.2,95,0.1,295,6.2
S02000635,S02000659,7,3,15,13,8,-4,6,38,31,12,-1.4,16,-1.5,7,3,22,1.3
S02000635,S02000660,10,0,5,6,-5,-10,-4,21,11,7,1.4,9,0.4,4,0.6,12,-0.3
S02000635,S02000661,8,3,27,9,19,-5,1,47,39,15,-1.7,20,-2,9,6.2,27,1.7
S02000635,S02000663,0,8,0,5,0,8,5,13,13,4,-2,6,1.1,2,-1.6,7,-0.9
S02000635,S02000664,10,0,0,3,-10,-10,-7,13,3,4,3,6,1.9,2,-1.6,7,-1.6
S02000635,S02000665,3,4,9,6,6,1,3,22,19,7,-1.5,9,-0.8,4,2.4,13,0.7
S02000635,S02000666,0,0,0,5,0,0,5,5,5,2,-1.2,2,-1.5,1,-1,3,1.3
S02000635,S02000667,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02000635,S02000669,4,0,11,5,7,-4,1,20,16,6,-0.9,9,-1.5,4,3.8,11,1.3
S02000635,S02000670,4,8,0,0,-4,4,-4,12,8,4,0.1,5,3.1,2,-1.5,7,-2.6
S02000635,S02000672,7,0,4,26,-3,-7,19,37,30,12,-1.3,16,-2.2,7,-1.1,21,1.9
S02000635,S02000674,0,0,0,6,0,0,6,6,6,2,-1.4,3,-1.6,1,-1.1,3,1.4
S02000635,S02000676,7,3,0,8,-7,-4,1,18,11,6,0.6,8,0.8,3,-1.8,10,-0.7
S02000635,S02000680,0,0,0,9,0,0,9,9,9,3,-1.7,4,-2,2,-1.3,5,1.7
S02000635,S02000681,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02000635,S02000684,4,0,0,0,-4,-4,-4,4,0,1,2.5,2,1.8,1,-0.9,2,-1.5
S02000635,S02000685,0,0,0,4,0,0,4,4,4,1,-1.1,2,-1.3,1,-0.9,2,1.1
S02000635,S02000686,0,0,0,6,0,0,6,6,6,2,-1.4,3,-1.6,1,-1.1,3,1.4
S02000635,S02000688,3,0,0,3,-3,-3,0,6,3,2,0.8,3,0.3,1,-1.1,3,-0.2
S02000635,S02000689,16,0,0,15,-16,-16,-1,31,15,10,2,13,0.8,6,-2.4,18,-0.7
S02000635,S02000691,6,3,0,0,-6,-3,-6,9,3,3,1.9,4,2.6,2,-1.3,5,-2.3
S02000635,S02000692,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02000635,S02000693,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02000635,S02000695,0,0,4,0,4,0,0,4,4,1,-1.1,2,-1.3,1,3.8,2,1.1
S02000635,S02000701,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02000635,S02000702,0,3,0,0,0,3,0,3,3,1,-1,1,1.5,1,-0.7,2,-1.3
S02000635,S02000708,0,4,0,0,0,4,0,4,4,1,-1.1,2,1.8,1,-0.9,2,-1.5
S02000635,S02000712,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02000635,S02000716,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02000635,S02000923,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02000635,S02000993,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02000635,S02001000,3,5,3,7,0,2,4,18,15,6,-1.1,8,0.1,3,-0.2,10,-0.1
S02000635,S02001010,12,0,9,8,-3,-12,-4,29,17,9,1,12,-0.1,5,1.6,17,0.1
S02000635,S02001013,0,7,0,6,0,7,6,13,13,4,-2,6,0.6,2,-1.6,7,-0.5
S02000635,S02001015,3,5,13,0,10,2,-3,21,18,7,-1.4,9,-0.3,4,4.6,12,0.3
S02000635,S02001156,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02000635,S02001157,0,8,0,5,0,8,5,13,13,4,-2,6,1.1,2,-1.6,7,-0.9
S02000635,S02001161,0,8,3,7,3,8,7,18,18,6,-2.4,8,0.1,3,-0.2,10,-0.1
S02000635,S02001162,3,5,0,5,-3,2,2,13,10,4,-0.5,6,1.1,2,-1.6,7,-0.9
S02000635,S02001185,3,0,8,6,5,-3,3,17,14,5,-1,7,-1.6,3,2.7,10,1.4
S02000635,S02001189,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02000635,S02001192,0,0,0,5,0,0,5,5,5,2,-1.2,2,-1.5,1,-1,3,1.3
S02000636,S02000270,0,0,6,0,6,0,0,6,6,2,-1.4,3,-1.6,1,4.6,3,1.4
S02000636,S02000281,4,3,0,0,-4,-1,-4,7,3,2,1.2,3,2.3,1,-1.1,4,-2
S02000636,S02000284,0,3,0,0,0,3,0,3,3,1,-1,1,1.5,1,-0.7,2,-1.3
S02000636,S02000597,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02000636,S02000599,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02000636,S02000603,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02000636,S02000607,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02000636,S02000610,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02000636,S02000611,3,9,0,3,-3,6,0,15,12,5,-0.8,6,2.2,3,-1.7,9,-1.9
S02000636,S02000613,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02000636,S02000614,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02000636,S02000618,13,4,0,26,-13,-9,13,43,30,13,-0.1,18,-0.3,8,-2.8,25,0.3
S02000636,S02000620,0,4,0,3,0,4,3,7,7,2,-1.5,3,0.6,1,-1.1,4,-0.5
S02000636,S02000621,5,0,0,0,-5,-5,-5,5,0,2,2.8,2,2,1,-1,3,-1.7
S02000636,S02000623,4,0,0,7,-4,-4,3,11,7,3,0.3,5,-0.3,2,-1.4,6,0.3
S02000636,S02000625,0,0,0,5,0,0,5,5,5,2,-1.2,2,-1.5,1,-1,3,1.3
S02000636,S02000626,14,0,5,18,-9,-14,4,37,23,12,0.7,16,-0.4,7,-0.7,21,0.4
S02000636,S02000628,4,6,0,5,-4,2,1,15,11,5,-0.3,6,1.4,3,-1.7,9,-1.2
S02000636,S02000629,0,8,0,0,0,8,0,8,8,2,-1.6,3,2.5,1,-1.2,5,-2.1
S02000636,S02000630,0,0,0,6,0,0,6,6,6,2,-1.4,3,-1.6,1,-1.1,3,1.4
S02000636,S02000632,0,0,0,11,0,0,11,11,11,3,-1.9,5,-2.2,2,-1.4,6,1.9
S02000636,S02000633,20,11,0,26,-20,-9,6,57,37,18,0.5,24,1.4,11,-3.2,33,-1.2
S02000636,S02000634,12,0,0,5,-12,-12,-7,17,5,5,2.9,7,1.8,3,-1.8,10,-1.5
S02000636,S02000635,7,0,0,6,-7,-7,-1,13,6,4,1.5,6,0.6,2,-1.6,7,-0.5
S02000636,S02000636,19,4,7,35,-12,-15,16,65,46,20,-0.3,28,-0.9,12,-1.4,37,0.8
S02000636,S02000640,3,0,0,3,-3,-3,0,6,3,2,0.8,3,0.3,1,-1.1,3,-0.2
S02000636,S02000643,4,0,3,3,-1,-4,-1,10,6,3,0.5,4,-0.1,2,0.8,6,0.1
S02000636,S02000644,5,0,3,0,-2,-5,-5,8,3,2,1.6,3,0.9,1,1.2,5,-0.7
S02000636,S02000645,4,0,3,7,-1,-4,3,14,10,4,-0.2,6,-0.8,3,0.3,8,0.7
S02000636,S02000646,0,0,0,6,0,0,6,6,6,2,-1.4,3,-1.6,1,-1.1,3,1.4
S02000636,S02000648,0,0,0,9,0,0,9,9,9,3,-1.7,4,-2,2,-1.3,5,1.7
S02000636,S02000649,0,0,3,0,3,0,0,3,3,1,-1,1,-1.1,1,3.3,2,1
S02000636,S02000650,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02000636,S02000651,3,3,4,4,1,0,1,14,11,4,-0.7,6,0,3,0.9,8,0
S02000636,S02000652,8,0,0,5,-8,-8,-3,13,5,4,2,6,1.1,2,-1.6,7,-0.9
S02000636,S02000654,6,0,0,4,-6,-6,-2,10,4,3,1.6,4,0.8,2,-1.4,6,-0.7
S02000636,S02000655,50,15,115,57,65,-35,7,237,187,74,-2.8,101,-3.6,44,10.7,136,3.1
S02000636,S02000656,6,0,0,4,-6,-6,-2,10,4,3,1.6,4,0.8,2,-1.4,6,-0.7
S02000636,S02000657,3,0,0,3,-3,-3,0,6,3,2,0.8,3,0.3,1,-1.1,3,-0.2
S02000636,S02000658,63,5,10,74,-53,-58,11,152,89,47,2.3,65,0.4,28,-3.4,87,-0.4
S02000636,S02000659,0,5,6,9,6,5,9,20,20,6,-2.5,9,-1.2,4,1.2,11,1
S02000636,S02000660,4,3,0,0,-4,-1,-4,7,3,2,1.2,3,2.3,1,-1.1,4,-2
S02000636,S02000661,10,0,0,6,-10,-10,-4,16,6,5,2.2,7,1.2,3,-1.7,9,-1.1
S02000636,S02000662,0,0,0,7,0,0,7,7,7,2,-1.5,3,-1.7,1,-1.1,4,1.5
S02000636,S02000663,4,13,0,13,-4,9,9,30,26,9,-1.7,13,1.2,6,-2.4,17,-1
S02000636,S02000664,5,0,0,5,-5,-5,0,10,5,3,1.1,4,0.4,2,-1.4,6,-0.3
S02000636,S02000665,0,3,0,0,0,3,0,3,3,1,-1,1,1.5,1,-0.7,2,-1.3
S02000636,S02000666,5,0,0,5,-5,-5,0,10,5,3,1.1,4,0.4,2,-1.4,6,-0.3
S02000636,S02000667,8,0,0,3,-8,-8,-5,11,3,3,2.5,5,1.5,2,-1.4,6,-1.3
S02000636,S02000669,0,0,0,5,0,0,5,5,5,2,-1.2,2,-1.5,1,-1,3,1.3
S02000636,S02000670,16,16,0,0,-16,0,-16,32,16,10,1.9,14,5,6,-2.4,18,-4.3
S02000636,S02000672,0,0,0,17,0,0,17,17,17,5,-2.3,7,-2.7,3,-1.8,10,2.3
S02000636,S02000673,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02000636,S02000674,6,0,4,14,-2,-6,8,24,18,7,-0.5,10,-1.3,4,-0.2,14,1.1
S02000636,S02000676,7,8,0,10,-7,1,3,25,18,8,-0.3,11,1.3,5,-2.2,14,-1.2
S02000636,S02000680,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02000636,S02000689,13,0,0,4,-13,-13,-9,17,4,5,3.3,7,2.1,3,-1.8,10,-1.8
S02000636,S02000691,8,0,0,0,-8,-8,-8,8,0,2,3.5,3,2.5,1,-1.2,5,-2.1
S02000636,S02000701,0,4,0,3,0,4,3,7,7,2,-1.5,3,0.6,1,-1.1,4,-0.5
S02000636,S02000705,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02000636,S02000923,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02000636,S02001000,0,0,0,5,0,0,5,5,5,2,-1.2,2,-1.5,1,-1,3,1.3
S02000636,S02001010,3,0,5,0,2,-3,-3,8,5,2,0.3,3,-0.2,1,2.9,5,0.2
S02000636,S02001013,0,6,0,3,0,6,3,9,9,3,-1.7,4,1.1,2,-1.3,5,-1
S02000636,S02001015,0,5,0,0,0,5,0,5,5,2,-1.2,2,2,1,-1,3,-1.7
S02000636,S02001153,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02000636,S02001161,0,4,0,0,0,4,0,4,4,1,-1.1,2,1.8,1,-0.9,2,-1.5
S02000636,S02001162,0,4,3,3,3,4,3,10,10,3,-1.8,4,-0.1,2,0.8,6,0.1
S02000636,S02001185,0,0,0,5,0,0,5,5,5,2,-1.2,2,-1.5,1,-1,3,1.3
S02000637,S02000328,7,0,0,0,-7,-7,-7,7,0,2,3.3,3,2.3,1,-1.1,4,-2
S02000637,S02000587,0,7,0,0,0,7,0,7,7,2,-1.5,3,2.3,1,-1.1,4,-2
S02000637,S02000597,3,0,6,17,3,-3,14,26,23,8,-1.8,11,-2.4,5,0.5,15,2.1
S02000637,S02000599,0,3,0,0,0,3,0,3,3,1,-1,1,1.5,1,-0.7,2,-1.3
S02000637,S02000601,4,0,0,0,-4,-4,-4,4,0,1,2.5,2,1.8,1,-0.9,2,-1.5
S02000637,S02000603,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02000637,S02000606,0,0,0,4,0,0,4,4,4,1,-1.1,2,-1.3,1,-0.9,2,1.1
S02000637,S02000607,6,0,0,0,-6,-6,-6,6,0,2,3,3,2.2,1,-1.1,3,-1.9
S02000637,S02000608,14,0,0,3,-14,-14,-11,17,3,5,3.8,7,2.5,3,-1.8,10,-2.2
S02000637,S02000614,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02000637,S02000617,5,0,0,4,-5,-5,-1,9,4,3,1.3,4,0.6,2,-1.3,5,-0.5
S02000637,S02000621,0,0,4,3,4,0,3,7,7,2,-1.5,3,-1.7,1,2.4,4,1.5
S02000637,S02000622,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02000637,S02000625,7,5,0,22,-7,-2,15,34,27,11,-1.1,14,-0.6,6,-2.5,20,0.6
S02000637,S02000627,10,3,0,6,-10,-7,-4,19,9,6,1.7,8,1.7,4,-1.9,11,-1.5
S02000637,S02000628,4,0,0,3,-4,-4,-1,7,3,2,1.2,3,0.6,1,-1.1,4,-0.5
S02000637,S02000631,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02000637,S02000633,6,0,0,0,-6,-6,-6,6,0,2,3,3,2.2,1,-1.1,3,-1.9
S02000637,S02000634,17,0,4,11,-13,-17,-6,32,15,10,2.2,14,0.9,6,-0.8,18,-0.8
S02000637,S02000635,7,0,0,0,-7,-7,-7,7,0,2,3.3,3,2.3,1,-1.1,4,-2
S02000637,S02000637,4,3,4,20,0,-1,16,31,27,10,-1.8,13,-1.7,6,-0.7,18,1.5
S02000637,S02000638,5,0,0,7,-5,-5,2,12,7,4,0.7,5,0,2,-1.5,7,0
S02000637,S02000639,0,3,0,4,0,3,4,7,7,2,-1.5,3,0,1,-1.1,4,0
S02000637,S02000642,6,0,0,4,-6,-6,-2,10,4,3,1.6,4,0.8,2,-1.4,6,-0.7
S02000637,S02000644,4,0,5,6,1,-4,2,15,11,5,-0.3,6,-0.9,3,1.3,9,0.8
S02000637,S02000646,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02000637,S02000649,0,0,3,0,3,0,0,3,3,1,-1,1,-1.1,1,3.3,2,1
S02000637,S02000651,5,0,4,4,-1,-5,-1,13,8,4,0.5,6,-0.2,2,1,7,0.2
S02000637,S02000655,31,5,50,35,19,-26,4,121,90,38,-1.1,51,-2.2,22,5.8,70,1.9
S02000637,S02000656,12,18,4,15,-8,6,3,49,37,15,-0.8,21,2,9,-1.7,28,-1.7
S02000637,S02000658,14,5,7,38,-7,-9,24,64,50,20,-1.3,27,-1.6,12,-1.4,37,1.4
S02000637,S02000659,0,0,3,0,3,0,0,3,3,1,-1,1,-1.1,1,3.3,2,1
S02000637,S02000660,54,10,5,25,-49,-44,-29,94,40,29,4.6,40,3.8,17,-3,54,-3.3
S02000637,S02000661,6,0,7,4,1,-6,-2,17,11,5,0.3,7,-0.5,3,2.2,10,0.4
S02000637,S02000664,4,0,0,5,-4,-4,1,9,5,3,0.7,4,0.1,2,-1.3,5,-0.1
S02000637,S02000667,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02000637,S02000669,0,0,4,6,4,0,6,10,10,3,-1.8,4,-2.1,2,1.6,6,1.8
S02000637,S02000670,5,13,0,0,-5,8,-5,18,13,6,-0.3,8,3.7,3,-1.8,10,-3.2
S02000637,S02000671,4,0,0,0,-4,-4,-4,4,0,1,2.5,2,1.8,1,-0.9,2,-1.5
S02000637,S02000672,0,5,0,11,0,5,11,16,16,5,-2.2,7,-0.7,3,-1.7,9,0.6
S02000637,S02000676,8,0,0,0,-8,-8,-8,8,0,2,3.5,3,2.5,1,-1.2,5,-2.1
S02000637,S02000684,3,6,4,0,1,3,-3,13,10,4,-0.5,6,1.5,2,1,7,-1.3
S02000637,S02000689,5,0,0,3,-5,-5,-2,8,3,2,1.6,3,0.9,1,-1.2,5,-0.7
S02000637,S02000691,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02000637,S02000701,0,0,0,4,0,0,4,4,4,1,-1.1,2,-1.3,1,-0.9,2,1.1
S02000637,S02000715,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02000637,S02001000,11,3,7,7,-4,-8,-4,28,17,9,0.8,12,0.6,5,0.8,16,-0.5
S02000637,S02001007,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02000637,S02001010,3,0,0,4,-3,-3,1,7,4,2,0.6,3,0,1,-1.1,4,0
S02000637,S02001013,11,28,3,43,-8,17,32,85,74,26,-3,36,0.5,16,-3.2,49,-0.4
S02000637,S02001015,0,8,0,3,0,8,3,11,11,3,-1.9,5,1.5,2,-1.4,6,-1.3
S02000637,S02001148,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02000637,S02001185,6,0,0,3,-6,-6,-3,9,3,3,1.9,4,1.1,2,-1.3,5,-1
