source,dest,likelyOperating,otherMiddle,officeClosed,otherClosed,diffOfCl_LiOp,diffOtMi_LiOp,diffOtCl_LiOp,ALL,ALL-LO,exp-LO,CHI-LO,exp-LOOM,CHI-LOOM,exp-offC,CHI-offC,exp-allC,CHI-allC
S02001000,S02001001,4,6,0,7,-4,2,3,17,13,5,-0.6,7,1,3,-1.8,10,-0.9
S02001000,S02001003,18,5,0,9,-18,-13,-9,32,14,10,2.5,14,2.5,6,-2.4,18,-2.2
S02001000,S02001004,11,0,4,13,-7,-11,2,28,17,9,0.8,12,-0.3,5,-0.5,16,0.2
S02001000,S02001005,0,5,0,3,0,5,3,8,8,2,-1.6,3,0.9,1,-1.2,5,-0.7
S02001000,S02001006,0,0,0,5,0,0,5,5,5,2,-1.2,2,-1.5,1,-1,3,1.3
S02001000,S02001007,4,12,0,8,-4,8,4,24,20,7,-1.3,10,1.8,4,-2.1,14,-1.6
S02001000,S02001008,0,10,0,0,0,10,0,10,10,3,-1.8,4,2.8,2,-1.4,6,-2.4
S02001000,S02001010,72,50,17,91,-55,-22,19,230,158,72,0,98,2.4,43,-3.9,132,-2.1
S02001000,S02001011,0,0,0,4,0,0,4,4,4,1,-1.1,2,-1.3,1,-0.9,2,1.1
S02001000,S02001013,15,22,7,75,-8,7,60,119,104,37,-3.6,51,-1.9,22,-3.2,68,1.6
S02001000,S02001014,11,16,17,13,6,5,2,57,46,18,-1.6,24,0.6,11,2,33,-0.5
S02001000,S02001015,18,75,26,27,8,57,9,146,128,45,-4.1,62,3.9,27,-0.2,84,-3.4
S02001000,S02001016,6,7,3,8,-3,1,2,24,18,7,-0.5,10,0.9,4,-0.7,14,-0.8
S02001000,S02001017,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02001000,S02001018,6,0,0,7,-6,-6,1,13,7,4,1,6,0.2,2,-1.6,7,-0.2
S02001000,S02001185,4,5,5,4,1,1,0,18,14,6,-0.7,8,0.5,3,0.9,10,-0.4
S02001000,S02001186,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02001000,S02001192,5,0,0,0,-5,-5,-5,5,0,2,2.8,2,2,1,-1,3,-1.7
S02001001,S02000328,5,6,4,5,-1,1,0,20,15,6,-0.5,9,0.9,4,0.2,11,-0.7
S02001001,S02000597,0,0,0,4,0,0,4,4,4,1,-1.1,2,-1.3,1,-0.9,2,1.1
S02001001,S02000607,4,0,0,0,-4,-4,-4,4,0,1,2.5,2,1.8,1,-0.9,2,-1.5
S02001001,S02000625,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02001001,S02000628,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02001001,S02000631,0,3,0,0,0,3,0,3,3,1,-1,1,1.5,1,-0.7,2,-1.3
S02001001,S02000634,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02001001,S02000644,5,0,0,0,-5,-5,-5,5,0,2,2.8,2,2,1,-1,3,-1.7
S02001001,S02000651,0,0,6,0,6,0,0,6,6,2,-1.4,3,-1.6,1,4.6,3,1.4
S02001001,S02000655,22,9,51,18,29,-13,-4,100,78,31,-1.6,43,-1.8,19,7.6,57,1.5
S02001001,S02000656,0,3,0,6,0,3,6,9,9,3,-1.7,4,-0.4,2,-1.3,5,0.4
S02001001,S02000658,4,6,6,11,2,2,7,27,23,8,-1.5,11,-0.4,5,0.4,16,0.4
S02001001,S02000659,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02001001,S02000660,10,0,3,0,-7,-10,-10,13,3,4,3,6,1.9,2,0.4,7,-1.6
S02001001,S02000661,3,0,7,0,4,-3,-3,10,7,3,-0.1,4,-0.6,2,3.8,6,0.5
S02001001,S02000664,6,0,0,0,-6,-6,-6,6,0,2,3,3,2.2,1,-1.1,3,-1.9
S02001001,S02000669,0,0,0,4,0,0,4,4,4,1,-1.1,2,-1.3,1,-0.9,2,1.1
S02001001,S02000670,0,4,0,0,0,4,0,4,4,1,-1.1,2,1.8,1,-0.9,2,-1.5
S02001001,S02000672,0,0,3,8,3,0,8,11,11,3,-1.9,5,-2.2,2,0.7,6,1.9
S02001001,S02000684,0,0,3,0,3,0,0,3,3,1,-1,1,-1.1,1,3.3,2,1
S02001001,S02000691,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02001001,S02000772,5,0,0,0,-5,-5,-5,5,0,2,2.8,2,2,1,-1,3,-1.7
S02001001,S02000781,4,0,3,3,-1,-4,-1,10,6,3,0.5,4,-0.1,2,0.8,6,0.1
S02001001,S02000784,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02001001,S02000984,10,0,0,3,-10,-10,-7,13,3,4,3,6,1.9,2,-1.6,7,-1.6
S02001001,S02000986,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02001001,S02000987,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02001001,S02000988,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02001001,S02000991,5,0,3,0,-2,-5,-5,8,3,2,1.6,3,0.9,1,1.2,5,-0.7
S02001001,S02000993,39,0,3,4,-36,-39,-35,46,7,14,6.5,20,4.4,9,-1.9,26,-3.8
S02001001,S02000994,3,0,0,4,-3,-3,1,7,4,2,0.6,3,0,1,-1.1,4,0
S02001001,S02000995,5,0,0,0,-5,-5,-5,5,0,2,2.8,2,2,1,-1,3,-1.7
S02001001,S02000998,7,7,7,8,0,0,1,29,22,9,-0.7,12,0.5,5,0.7,17,-0.4
S02001001,S02000999,6,3,8,22,2,-3,16,39,33,12,-1.8,17,-1.9,7,0.3,22,1.6
S02001001,S02001000,33,11,21,71,-12,-22,38,136,103,42,-1.4,58,-1.8,25,-0.8,78,1.6
S02001001,S02001001,13,8,6,14,-7,-5,1,41,28,13,0.1,17,0.9,8,-0.6,24,-0.7
S02001001,S02001003,8,3,9,6,1,-5,-2,26,18,8,0,11,0,5,1.9,15,0
S02001001,S02001004,0,0,3,4,3,0,4,7,7,2,-1.5,3,-1.7,1,1.5,4,1.5
S02001001,S02001007,0,9,0,3,0,9,3,12,12,4,-1.9,5,1.7,2,-1.5,7,-1.5
S02001001,S02001008,0,11,0,0,0,11,0,11,11,3,-1.9,5,2.9,2,-1.4,6,-2.5
S02001001,S02001010,42,21,16,52,-26,-21,10,131,89,41,0.2,56,1,24,-1.7,75,-0.8
S02001001,S02001013,0,20,4,22,4,20,22,46,46,14,-3.8,20,0.1,9,-1.5,26,-0.1
S02001001,S02001014,5,0,7,9,2,-5,4,21,16,7,-0.6,9,-1.3,4,1.6,12,1.1
S02001001,S02001015,0,36,14,18,14,36,18,68,68,21,-4.6,29,1.3,13,0.4,39,-1.1
S02001001,S02001016,0,0,0,5,0,0,5,5,5,2,-1.2,2,-1.5,1,-1,3,1.3
S02001001,S02001017,7,0,0,0,-7,-7,-7,7,0,2,3.3,3,2.3,1,-1.1,4,-2
S02001001,S02001018,0,0,0,4,0,0,4,4,4,1,-1.1,2,-1.3,1,-0.9,2,1.1
S02001001,S02001185,5,0,0,0,-5,-5,-5,5,0,2,2.8,2,2,1,-1,3,-1.7
S02001001,S02001192,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02001002,S02000270,0,0,0,4,0,0,4,4,4,1,-1.1,2,-1.3,1,-0.9,2,1.1
S02001002,S02000312,0,0,0,6,0,0,6,6,6,2,-1.4,3,-1.6,1,-1.1,3,1.4
S02001002,S02000313,0,0,0,5,0,0,5,5,5,2,-1.2,2,-1.5,1,-1,3,1.3
S02001002,S02000324,0,0,0,6,0,0,6,6,6,2,-1.4,3,-1.6,1,-1.1,3,1.4
S02001002,S02000327,5,0,0,0,-5,-5,-5,5,0,2,2.8,2,2,1,-1,3,-1.7
S02001002,S02000328,3,3,0,6,-3,0,3,12,9,4,-0.4,5,0.4,2,-1.5,7,-0.3
S02001002,S02000329,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02001002,S02000587,0,3,0,3,0,3,3,6,6,2,-1.4,3,0.3,1,-1.1,3,-0.2
S02001002,S02000593,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02001002,S02000597,5,0,3,9,-2,-5,4,17,12,5,-0.1,7,-0.8,3,-0.1,10,0.7
S02001002,S02000601,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02001002,S02000603,0,0,0,4,0,0,4,4,4,1,-1.1,2,-1.3,1,-0.9,2,1.1
S02001002,S02000606,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02001002,S02000607,7,0,0,0,-7,-7,-7,7,0,2,3.3,3,2.3,1,-1.1,4,-2
S02001002,S02000608,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02001002,S02000611,0,3,0,0,0,3,0,3,3,1,-1,1,1.5,1,-0.7,2,-1.3
S02001002,S02000617,0,0,0,4,0,0,4,4,4,1,-1.1,2,-1.3,1,-0.9,2,1.1
S02001002,S02000621,0,0,0,4,0,0,4,4,4,1,-1.1,2,-1.3,1,-0.9,2,1.1
S02001002,S02000625,10,3,0,17,-10,-7,7,30,20,9,0.2,13,0.1,6,-2.4,17,-0.1
S02001002,S02000627,8,3,3,7,-5,-5,-1,21,13,7,0.6,9,0.7,4,-0.4,12,-0.6
S02001002,S02000628,5,0,0,5,-5,-5,0,10,5,3,1.1,4,0.4,2,-1.4,6,-0.3
S02001002,S02000631,4,3,0,3,-4,-1,-1,10,6,3,0.5,4,1.3,2,-1.4,6,-1.1
S02001002,S02000634,6,0,0,0,-6,-6,-6,6,0,2,3,3,2.2,1,-1.1,3,-1.9
S02001002,S02000635,8,0,3,5,-5,-8,-3,16,8,5,1.4,7,0.5,3,0,9,-0.4
S02001002,S02000638,8,4,0,3,-8,-4,-5,15,7,5,1.5,6,2.2,3,-1.7,9,-1.9
S02001002,S02000639,4,0,0,6,-4,-4,2,10,6,3,0.5,4,-0.1,2,-1.4,6,0.1
S02001002,S02000641,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02001002,S02000642,4,0,0,0,-4,-4,-4,4,0,1,2.5,2,1.8,1,-0.9,2,-1.5
S02001002,S02000644,8,7,5,3,-3,-1,-5,23,15,7,0.3,10,1.7,4,0.4,13,-1.4
S02001002,S02000649,3,3,0,3,-3,0,0,9,6,3,0.1,4,1.1,2,-1.3,5,-1
S02001002,S02000651,0,0,4,4,4,0,4,8,8,2,-1.6,3,-1.8,1,2.1,5,1.6
S02001002,S02000655,62,12,124,29,62,-50,-33,227,165,71,-1,97,-2.3,42,12.7,130,2
S02001002,S02000656,18,12,0,11,-18,-6,-7,41,23,13,1.5,17,3,8,-2.8,24,-2.6
S02001002,S02000658,36,0,17,70,-19,-36,34,123,87,38,-0.4,52,-2.3,23,-1.2,71,1.9
S02001002,S02000659,0,0,6,0,6,0,0,6,6,2,-1.4,3,-1.6,1,4.6,3,1.4
S02001002,S02000660,53,9,5,14,-48,-44,-39,81,28,25,5.5,34,4.7,15,-2.6,47,-4
S02001002,S02000661,10,0,5,6,-5,-10,-4,21,11,7,1.4,9,0.4,4,0.6,12,-0.3
S02001002,S02000664,6,0,0,0,-6,-6,-6,6,0,2,3,3,2.2,1,-1.1,3,-1.9
S02001002,S02000665,0,0,9,0,9,0,0,9,9,3,-1.7,4,-2,2,5.7,5,1.7
S02001002,S02000666,0,0,0,5,0,0,5,5,5,2,-1.2,2,-1.5,1,-1,3,1.3
S02001002,S02000669,0,0,3,0,3,0,0,3,3,1,-1,1,-1.1,1,3.3,2,1
S02001002,S02000670,3,0,3,0,0,-3,-3,6,3,2,0.8,3,0.3,1,1.8,3,-0.2
S02001002,S02000672,0,5,0,22,0,5,22,27,27,8,-2.9,11,-1.9,5,-2.2,16,1.6
S02001002,S02000675,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02001002,S02000680,0,0,0,6,0,0,6,6,6,2,-1.4,3,-1.6,1,-1.1,3,1.4
S02001002,S02000684,0,10,0,0,0,10,0,10,10,3,-1.8,4,2.8,2,-1.4,6,-2.4
S02001002,S02000689,11,0,0,3,-11,-11,-8,14,3,4,3.2,6,2.1,3,-1.6,8,-1.8
S02001002,S02000691,6,3,0,0,-6,-3,-6,9,3,3,1.9,4,2.6,2,-1.3,5,-2.3
S02001002,S02000702,0,0,0,4,0,0,4,4,4,1,-1.1,2,-1.3,1,-0.9,2,1.1
S02001002,S02000716,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02001002,S02000772,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02001002,S02000776,0,3,0,0,0,3,0,3,3,1,-1,1,1.5,1,-0.7,2,-1.3
S02001002,S02000781,0,0,5,4,5,0,4,9,9,3,-1.7,4,-2,2,2.6,5,1.7
S02001002,S02000782,0,3,0,0,0,3,0,3,3,1,-1,1,1.5,1,-0.7,2,-1.3
S02001002,S02000783,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02001002,S02000984,4,0,0,7,-4,-4,3,11,7,3,0.3,5,-0.3,2,-1.4,6,0.3
S02001002,S02000986,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02001002,S02000988,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02001002,S02000991,4,0,0,3,-4,-4,-1,7,3,2,1.2,3,0.6,1,-1.1,4,-0.5
S02001002,S02000993,18,0,0,4,-18,-18,-14,22,4,7,4.3,9,2.8,4,-2,13,-2.4
S02001002,S02000994,9,0,0,3,-9,-9,-6,12,3,4,2.7,5,1.7,2,-1.5,7,-1.5
S02001002,S02000995,3,0,0,3,-3,-3,0,6,3,2,0.8,3,0.3,1,-1.1,3,-0.2
S02001002,S02000997,0,4,0,8,0,4,8,12,12,4,-1.9,5,-0.5,2,-1.5,7,0.4
S02001002,S02000998,0,0,0,4,0,0,4,4,4,1,-1.1,2,-1.3,1,-0.9,2,1.1
S02001002,S02000999,4,0,0,6,-4,-4,2,10,6,3,0.5,4,-0.1,2,-1.4,6,0.1
S02001002,S02001000,38,3,17,33,-21,-35,-5,91,53,28,1.8,39,0.4,17,0,52,-0.3
S02001002,S02001001,0,0,0,4,0,0,4,4,4,1,-1.1,2,-1.3,1,-0.9,2,1.1
S02001002,S02001002,10,4,0,11,-10,-6,1,25,15,8,0.8,11,1,5,-2.2,14,-0.9
S02001002,S02001003,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02001002,S02001004,0,4,6,39,6,4,39,49,49,15,-3.9,21,-3.7,9,-1,28,3.2
S02001002,S02001005,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02001002,S02001007,0,3,0,10,0,3,10,13,13,4,-2,6,-1.1,2,-1.6,7,0.9
S02001002,S02001010,41,17,9,28,-32,-24,-13,95,54,30,2.1,40,2.8,18,-2,55,-2.4
S02001002,S02001011,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02001002,S02001012,0,0,0,4,0,0,4,4,4,1,-1.1,2,-1.3,1,-0.9,2,1.1
S02001002,S02001013,10,28,6,51,-4,18,41,95,85,30,-3.6,40,-0.4,18,-2.8,55,0.3
S02001002,S02001014,8,5,0,0,-8,-3,-8,13,5,4,2,6,3.2,2,-1.6,7,-2.7
S02001002,S02001015,3,27,9,7,6,24,4,46,43,14,-3,20,2.4,9,0.2,26,-2
S02001002,S02001016,8,4,0,4,-8,-4,-4,16,8,5,1.4,7,2,3,-1.7,9,-1.7
S02001002,S02001017,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02001002,S02001018,0,0,0,7,0,0,7,7,7,2,-1.5,3,-1.7,1,-1.1,4,1.5
S02001002,S02001185,10,0,5,0,-5,-10,-10,15,5,5,2.5,6,1.4,3,1.3,9,-1.2
S02001002,S02001187,0,0,0,5,0,0,5,5,5,2,-1.2,2,-1.5,1,-1,3,1.3
S02001003,S02000328,6,0,0,5,-6,-6,-1,11,5,3,1.4,5,0.6,2,-1.4,6,-0.5
S02001003,S02000597,0,0,0,5,0,0,5,5,5,2,-1.2,2,-1.5,1,-1,3,1.3
S02001003,S02000602,0,0,3,0,3,0,0,3,3,1,-1,1,-1.1,1,3.3,2,1
S02001003,S02000625,0,0,0,6,0,0,6,6,6,2,-1.4,3,-1.6,1,-1.1,3,1.4
S02001003,S02000627,4,0,0,0,-4,-4,-4,4,0,1,2.5,2,1.8,1,-0.9,2,-1.5
S02001003,S02000628,4,0,0,0,-4,-4,-4,4,0,1,2.5,2,1.8,1,-0.9,2,-1.5
S02001003,S02000631,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02001003,S02000644,0,3,5,0,5,3,0,8,8,2,-1.6,3,-0.2,1,2.9,5,0.2
S02001003,S02000655,15,0,27,14,12,-15,-1,56,41,17,-0.6,24,-1.8,10,5.2,32,1.6
S02001003,S02000656,0,0,0,4,0,0,4,4,4,1,-1.1,2,-1.3,1,-0.9,2,1.1
S02001003,S02000658,7,0,3,13,-4,-7,6,23,16,7,-0.1,10,-0.9,4,-0.6,13,0.8
S02001003,S02000660,7,0,0,3,-7,-7,-4,10,3,3,2.2,4,1.3,2,-1.4,6,-1.1
S02001003,S02000661,3,0,5,6,2,-3,3,14,11,4,-0.7,6,-1.2,3,1.5,8,1
S02001003,S02000667,5,0,0,0,-5,-5,-5,5,0,2,2.8,2,2,1,-1,3,-1.7
S02001003,S02000669,0,0,4,0,4,0,0,4,4,1,-1.1,2,-1.3,1,3.8,2,1.1
S02001003,S02000672,0,0,0,6,0,0,6,6,6,2,-1.4,3,-1.6,1,-1.1,3,1.4
S02001003,S02000684,0,6,0,0,0,6,0,6,6,2,-1.4,3,2.2,1,-1.1,3,-1.9
S02001003,S02000782,0,0,3,0,3,0,0,3,3,1,-1,1,-1.1,1,3.3,2,1
S02001003,S02000984,5,0,0,0,-5,-5,-5,5,0,2,2.8,2,2,1,-1,3,-1.7
S02001003,S02000988,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02001003,S02000991,0,0,0,4,0,0,4,4,4,1,-1.1,2,-1.3,1,-0.9,2,1.1
S02001003,S02000992,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02001003,S02000993,30,0,0,0,-30,-30,-30,30,0,9,6.8,13,4.8,6,-2.4,17,-4.2
S02001003,S02000994,3,0,0,5,-3,-3,2,8,5,2,0.3,3,-0.2,1,-1.2,5,0.2
S02001003,S02000995,10,0,0,0,-10,-10,-10,10,0,3,3.9,4,2.8,2,-1.4,6,-2.4
S02001003,S02000997,0,7,0,12,0,7,12,19,19,6,-2.4,8,-0.4,4,-1.9,11,0.3
S02001003,S02000998,17,5,3,12,-14,-12,-5,37,20,12,1.6,16,1.6,7,-1.5,21,-1.4
S02001003,S02000999,7,0,11,52,4,-7,45,70,63,22,-3.2,30,-4.2,13,-0.5,40,3.6
S02001003,S02001000,35,11,19,59,-16,-24,24,124,89,39,-0.6,53,-0.9,23,-0.8,71,0.8
S02001003,S02001001,4,0,0,9,-4,-4,5,13,9,4,0,6,-0.7,2,-1.6,7,0.6
S02001003,S02001003,37,5,14,32,-23,-32,-5,88,51,27,1.8,37,0.7,16,-0.6,51,-0.6
S02001003,S02001004,0,3,0,8,0,3,8,11,11,3,-1.9,5,-0.8,2,-1.4,6,0.7
S02001003,S02001005,0,0,0,4,0,0,4,4,4,1,-1.1,2,-1.3,1,-0.9,2,1.1
S02001003,S02001007,9,9,0,4,-9,0,-5,22,13,7,0.8,9,2.8,4,-2,13,-2.4
S02001003,S02001008,0,9,3,4,3,9,4,16,16,5,-2.2,7,0.8,3,0,9,-0.7
S02001003,S02001010,53,20,18,58,-35,-33,5,149,96,46,1,63,1.2,28,-1.8,86,-1
S02001003,S02001011,4,0,0,0,-4,-4,-4,4,0,1,2.5,2,1.8,1,-0.9,2,-1.5
S02001003,S02001013,7,11,9,25,2,4,18,52,45,16,-2.3,22,-0.9,10,-0.2,30,0.8
S02001003,S02001014,6,5,0,3,-6,-1,-3,14,8,4,0.8,6,2.1,3,-1.6,8,-1.8
S02001003,S02001015,4,33,7,14,3,29,10,58,54,18,-3.3,25,2.5,11,-1.1,33,-2.1
S02001003,S02001016,0,0,0,10,0,0,10,10,10,3,-1.8,4,-2.1,2,-1.4,6,1.8
S02001003,S02001185,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02001004,S02000324,4,0,0,7,-4,-4,3,11,7,3,0.3,5,-0.3,2,-1.4,6,0.3
S02001004,S02000328,3,3,0,5,-3,0,2,11,8,3,-0.2,5,0.6,2,-1.4,6,-0.5
S02001004,S02000329,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02001004,S02000597,0,0,0,14,0,0,14,14,14,4,-2.1,6,-2.4,3,-1.6,8,2.1
S02001004,S02000599,4,0,0,0,-4,-4,-4,4,0,1,2.5,2,1.8,1,-0.9,2,-1.5
S02001004,S02000601,5,0,0,0,-5,-5,-5,5,0,2,2.8,2,2,1,-1,3,-1.7
S02001004,S02000602,6,0,0,0,-6,-6,-6,6,0,2,3,3,2.2,1,-1.1,3,-1.9
S02001004,S02000607,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02001004,S02000608,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02001004,S02000609,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02001004,S02000611,0,6,0,0,0,6,0,6,6,2,-1.4,3,2.2,1,-1.1,3,-1.9
S02001004,S02000615,4,0,0,0,-4,-4,-4,4,0,1,2.5,2,1.8,1,-0.9,2,-1.5
S02001004,S02000622,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02001004,S02000625,13,0,0,14,-13,-13,1,27,14,8,1.6,11,0.4,5,-2.2,16,-0.4
S02001004,S02000627,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02001004,S02000631,6,3,4,0,-2,-3,-6,13,7,4,1,6,1.5,2,1,7,-1.3
S02001004,S02000633,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02001004,S02000634,5,0,3,4,-2,-5,-1,12,7,4,0.7,5,0,2,0.5,7,0
S02001004,S02000635,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02001004,S02000639,0,0,0,4,0,0,4,4,4,1,-1.1,2,-1.3,1,-0.9,2,1.1
S02001004,S02000642,0,3,0,4,0,3,4,7,7,2,-1.5,3,0,1,-1.1,4,0
S02001004,S02000644,3,5,6,4,3,2,1,18,15,6,-1.1,8,0.1,3,1.5,10,-0.1
S02001004,S02000648,0,0,0,5,0,0,5,5,5,2,-1.2,2,-1.5,1,-1,3,1.3
S02001004,S02000649,0,0,0,6,0,0,6,6,6,2,-1.4,3,-1.6,1,-1.1,3,1.4
S02001004,S02000651,0,0,7,0,7,0,0,7,7,2,-1.5,3,-1.7,1,5,4,1.5
S02001004,S02000655,46,7,107,54,61,-39,8,214,168,67,-2.5,91,-4,40,10.7,123,3.4
S02001004,S02000656,11,11,3,6,-8,0,-5,31,20,10,0.4,13,2.4,6,-1.1,18,-2.1
S02001004,S02000658,27,3,14,64,-13,-24,37,108,81,34,-1.1,46,-2.4,20,-1.3,62,2
S02001004,S02000659,0,0,4,0,4,0,0,4,4,1,-1.1,2,-1.3,1,3.8,2,1.1
S02001004,S02000660,34,5,7,13,-27,-29,-21,59,25,18,3.6,25,2.8,11,-1.2,34,-2.4
S02001004,S02000661,16,0,17,7,1,-16,-9,40,24,12,1,17,-0.2,7,3.5,23,0.2
S02001004,S02000663,0,3,0,0,0,3,0,3,3,1,-1,1,1.5,1,-0.7,2,-1.3
S02001004,S02000664,8,0,3,0,-5,-8,-8,11,3,3,2.5,5,1.5,2,0.7,6,-1.3
S02001004,S02000665,0,0,3,0,3,0,0,3,3,1,-1,1,-1.1,1,3.3,2,1
S02001004,S02000669,0,0,9,0,9,0,0,9,9,3,-1.7,4,-2,2,5.7,5,1.7
S02001004,S02000672,0,0,0,14,0,0,14,14,14,4,-2.1,6,-2.4,3,-1.6,8,2.1
S02001004,S02000676,4,0,0,0,-4,-4,-4,4,0,1,2.5,2,1.8,1,-0.9,2,-1.5
S02001004,S02000681,0,0,0,4,0,0,4,4,4,1,-1.1,2,-1.3,1,-0.9,2,1.1
S02001004,S02000684,4,8,0,0,-4,4,-4,12,8,4,0.1,5,3.1,2,-1.5,7,-2.6
S02001004,S02000689,11,3,0,10,-11,-8,-1,24,13,7,1.3,10,1.2,4,-2.1,14,-1
S02001004,S02000691,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02001004,S02000712,0,0,0,4,0,0,4,4,4,1,-1.1,2,-1.3,1,-0.9,2,1.1
S02001004,S02000773,0,0,3,0,3,0,0,3,3,1,-1,1,-1.1,1,3.3,2,1
S02001004,S02000776,4,0,0,0,-4,-4,-4,4,0,1,2.5,2,1.8,1,-0.9,2,-1.5
S02001004,S02000781,8,0,6,4,-2,-8,-4,18,10,6,1,8,0.1,3,1.5,10,-0.1
S02001004,S02000784,0,0,0,4,0,0,4,4,4,1,-1.1,2,-1.3,1,-0.9,2,1.1
S02001004,S02000984,17,0,0,9,-17,-17,-8,26,9,8,3.1,11,1.8,5,-2.2,15,-1.5
S02001004,S02000985,5,0,0,0,-5,-5,-5,5,0,2,2.8,2,2,1,-1,3,-1.7
S02001004,S02000986,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02001004,S02000987,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02001004,S02000988,0,0,0,6,0,0,6,6,6,2,-1.4,3,-1.6,1,-1.1,3,1.4
