source,dest,likelyOperating,otherMiddle,officeClosed,otherClosed,diffOfCl_LiOp,diffOtMi_LiOp,diffOtCl_LiOp,ALL,exp-LO,diff-LO,magDiff-LO,propDiff-LO,CHI-LO,exp-LOOM,CHI-LOOM,exp-offC,CHI-offC,exp-allC,CHI-allC
S02000263,S02000649,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000263,S02000651,0,0,9,3,9,0,3,12,4,-4,4,100%,-1.9,5,-2.3,2,4.6,7,1.9
S02000263,S02000655,32,8,130,31,98,-24,-1,201,63,-31,31,49%,-3.9,85,-4.9,37,15.2,116,4.2
S02000263,S02000656,6,9,0,0,-6,3,-6,15,5,1,1,28%,0.6,6,3.4,3,-1.7,9,-2.9
S02000263,S02000658,45,9,11,53,-34,-36,8,118,37,8,8,22%,1.4,50,0.5,22,-2.3,68,-0.5
S02000263,S02000659,0,0,3,0,3,0,0,3,1,-1,1,100%,-1.0,1,-1.1,1,3.3,2,1.0
S02000263,S02000660,19,0,0,3,-19,-19,-16,22,7,12,12,177%,4.6,9,3.2,4,-2.0,13,-2.7
S02000263,S02000661,14,0,4,7,-10,-14,-7,25,8,6,6,80%,2.2,11,1.0,5,-0.3,14,-0.9
S02000263,S02000664,9,0,0,5,-9,-9,-4,14,4,5,5,106%,2.2,6,1.2,3,-1.6,8,-1.1
S02000263,S02000665,0,0,10,0,10,0,0,10,3,-3,3,100%,-1.8,4,-2.1,2,6.0,6,1.8
S02000263,S02000666,0,0,0,7,0,0,7,7,2,-2,2,100%,-1.5,3,-1.7,1,-1.1,4,1.5
S02000263,S02000668,6,0,0,0,-6,-6,-6,6,2,4,4,221%,3.0,3,2.2,1,-1.1,3,-1.9
S02000263,S02000670,0,3,0,0,0,3,0,3,1,-1,1,100%,-1.0,1,1.5,1,-0.7,2,-1.3
S02000263,S02000672,0,0,0,48,0,0,48,48,15,-15,15,100%,-3.9,20,-4.5,9,-3.0,28,3.9
S02000263,S02000675,4,0,0,4,-4,-4,0,8,2,2,2,61%,1.0,3,0.3,1,-1.2,5,-0.3
S02000263,S02000676,4,0,3,4,-1,-4,0,11,3,1,1,17%,0.3,5,-0.3,2,0.7,6,0.3
S02000263,S02000677,0,0,0,5,0,0,5,5,2,-2,2,100%,-1.2,2,-1.5,1,-1.0,3,1.3
S02000263,S02000679,0,0,0,4,0,0,4,4,1,-1,1,100%,-1.1,2,-1.3,1,-0.9,2,1.1
S02000263,S02000680,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000263,S02000681,3,0,0,5,-3,-3,2,8,2,1,1,20%,0.3,3,-0.2,1,-1.2,5,0.2
S02000263,S02000684,0,12,0,0,0,12,0,12,4,-4,4,100%,-1.9,5,3.1,2,-1.5,7,-2.6
S02000263,S02000685,5,0,0,0,-5,-5,-5,5,2,3,3,221%,2.8,2,2.0,1,-1.0,3,-1.7
S02000263,S02000688,0,0,0,5,0,0,5,5,2,-2,2,100%,-1.2,2,-1.5,1,-1.0,3,1.3
S02000263,S02000689,21,4,3,21,-18,-17,0,49,15,6,6,38%,1.5,21,0.9,9,-2.0,28,-0.8
S02000263,S02000690,3,0,0,4,-3,-3,1,7,2,1,1,38%,0.6,3,0.0,1,-1.1,4,0.0
S02000263,S02000691,6,0,0,0,-6,-6,-6,6,2,4,4,221%,3.0,3,2.2,1,-1.1,3,-1.9
S02000263,S02000693,3,0,0,0,-3,-3,-3,3,1,2,2,221%,2.1,1,1.5,1,-0.7,2,-1.3
S02000263,S02000695,0,0,3,0,3,0,0,3,1,-1,1,100%,-1.0,1,-1.1,1,3.3,2,1.0
S02000263,S02000699,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000263,S02000700,0,3,0,0,0,3,0,3,1,-1,1,100%,-1.0,1,1.5,1,-0.7,2,-1.3
S02000263,S02000701,3,0,0,0,-3,-3,-3,3,1,2,2,221%,2.1,1,1.5,1,-0.7,2,-1.3
S02000263,S02000702,5,0,3,14,-2,-5,9,22,7,-2,2,27%,-0.7,9,-1.4,4,-0.5,13,1.2
S02000263,S02000703,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000263,S02000705,0,0,5,9,5,0,9,14,4,-4,4,100%,-2.1,6,-2.4,3,1.5,8,2.1
S02000263,S02000707,3,0,0,3,-3,-3,0,6,2,1,1,61%,0.8,3,0.3,1,-1.1,3,-0.2
S02000263,S02000711,3,0,0,0,-3,-3,-3,3,1,2,2,221%,2.1,1,1.5,1,-0.7,2,-1.3
S02000263,S02000712,0,5,0,5,0,5,5,10,3,-3,3,100%,-1.8,4,0.4,2,-1.4,6,-0.3
S02000263,S02000714,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000263,S02000716,6,0,0,0,-6,-6,-6,6,2,4,4,221%,3.0,3,2.2,1,-1.1,3,-1.9
S02000263,S02000988,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000263,S02000993,8,0,0,0,-8,-8,-8,8,2,6,6,221%,3.5,3,2.5,1,-1.2,5,-2.1
S02000263,S02000994,3,0,0,0,-3,-3,-3,3,1,2,2,221%,2.1,1,1.5,1,-0.7,2,-1.3
S02000263,S02001000,0,0,0,12,0,0,12,12,4,-4,4,100%,-1.9,5,-2.3,2,-1.5,7,1.9
S02000263,S02001010,6,0,0,5,-6,-6,-1,11,3,3,3,75%,1.4,5,0.6,2,-1.4,6,-0.5
S02000263,S02001013,0,7,0,5,0,7,5,12,4,-4,4,100%,-1.9,5,0.8,2,-1.5,7,-0.7
S02000263,S02001015,0,6,0,5,0,6,5,11,3,-3,3,100%,-1.9,5,0.6,2,-1.4,6,-0.5
S02000263,S02001184,0,3,0,0,0,3,0,3,1,-1,1,100%,-1.0,1,1.5,1,-0.7,2,-1.3
S02000263,S02001185,12,8,11,7,-1,-4,-5,38,12,0,0,1%,0.0,16,1.0,7,1.5,22,-0.8
S02000263,S02001187,3,0,0,3,-3,-3,0,6,2,1,1,61%,0.8,3,0.3,1,-1.1,3,-0.2
S02000263,S02001188,0,0,0,5,0,0,5,5,2,-2,2,100%,-1.2,2,-1.5,1,-1.0,3,1.3
S02000263,S02001192,5,0,0,0,-5,-5,-5,5,2,3,3,221%,2.8,2,2.0,1,-1.0,3,-1.7
S02000264,S02000260,7,13,3,23,-4,6,16,46,14,-7,7,51%,-1.9,20,0.1,9,-1.9,26,-0.1
S02000264,S02000262,10,3,0,20,-10,-7,10,33,10,0,0,3%,-0.1,14,-0.3,6,-2.5,19,0.2
S02000264,S02000264,25,8,9,96,-16,-17,71,138,43,-18,18,42%,-2.7,59,-3.4,26,-3.3,79,2.9
S02000264,S02000267,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000264,S02000268,8,0,0,11,-8,-8,3,19,6,2,2,35%,0.9,8,0.0,4,-1.9,11,0.0
S02000264,S02000269,0,0,0,10,0,0,10,10,3,-3,3,100%,-1.8,4,-2.1,2,-1.4,6,1.8
S02000264,S02000270,3,7,33,10,30,4,7,53,17,-14,14,82%,-3.3,23,-2.6,10,7.4,30,2.3
S02000264,S02000274,0,0,0,6,0,0,6,6,2,-2,2,100%,-1.4,3,-1.6,1,-1.1,3,1.4
S02000264,S02000275,11,0,0,0,-11,-11,-11,11,3,8,8,221%,4.1,5,2.9,2,-1.4,6,-2.5
S02000264,S02000277,4,0,0,8,-4,-4,4,12,4,0,0,7%,0.1,5,-0.5,2,-1.5,7,0.4
S02000264,S02000279,0,0,3,5,3,0,5,8,2,-2,2,100%,-1.6,3,-1.8,1,1.2,5,1.6
S02000264,S02000281,16,4,8,15,-8,-12,-1,43,13,3,3,19%,0.7,18,0.4,8,0.0,25,-0.3
S02000264,S02000282,0,0,0,5,0,0,5,5,2,-2,2,100%,-1.2,2,-1.5,1,-1.0,3,1.3
S02000264,S02000285,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000264,S02000594,0,3,0,0,0,3,0,3,1,-1,1,100%,-1.0,1,1.5,1,-0.7,2,-1.3
S02000264,S02000599,7,0,0,0,-7,-7,-7,7,2,5,5,221%,3.3,3,2.3,1,-1.1,4,-2.0
S02000264,S02000603,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000264,S02000610,0,0,0,4,0,0,4,4,1,-1,1,100%,-1.1,2,-1.3,1,-0.9,2,1.1
S02000264,S02000615,0,0,0,6,0,0,6,6,2,-2,2,100%,-1.4,3,-1.6,1,-1.1,3,1.4
S02000264,S02000628,6,0,5,0,-1,-6,-6,11,3,3,3,75%,1.4,5,0.6,2,2.1,6,-0.5
S02000264,S02000631,0,4,0,0,0,4,0,4,1,-1,1,100%,-1.1,2,1.8,1,-0.9,2,-1.5
S02000264,S02000632,0,3,0,0,0,3,0,3,1,-1,1,100%,-1.0,1,1.5,1,-0.7,2,-1.3
S02000264,S02000633,9,4,0,3,-9,-5,-6,16,5,4,4,81%,1.8,7,2.4,3,-1.7,9,-2.0
S02000264,S02000634,10,0,4,4,-6,-10,-6,18,6,4,4,78%,1.9,8,0.8,3,0.4,10,-0.7
S02000264,S02000635,4,0,0,12,-4,-4,8,16,5,-1,1,20%,-0.4,7,-1.1,3,-1.7,9,0.9
S02000264,S02000642,3,0,3,0,0,-3,-3,6,2,1,1,61%,0.8,3,0.3,1,1.8,3,-0.2
S02000264,S02000644,0,0,5,0,5,0,0,5,2,-2,2,100%,-1.2,2,-1.5,1,4.2,3,1.3
S02000264,S02000649,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000264,S02000651,4,3,9,12,5,-1,8,28,9,-5,5,54%,-1.6,12,-1.4,5,1.7,16,1.2
S02000264,S02000655,66,14,161,66,95,-52,0,307,96,-30,30,31%,-3.0,131,-4.4,57,13.8,176,3.8
S02000264,S02000656,6,12,3,0,-3,6,-6,21,7,-1,1,8%,-0.2,9,3.0,4,-0.4,12,-2.6
S02000264,S02000657,0,0,0,4,0,0,4,4,1,-1,1,100%,-1.1,2,-1.3,1,-0.9,2,1.1
S02000264,S02000658,90,12,31,105,-59,-78,15,238,74,16,16,21%,1.8,101,0.1,44,-2.0,137,-0.1
S02000264,S02000659,0,0,4,6,4,0,6,10,3,-3,3,100%,-1.8,4,-2.1,2,1.6,6,1.8
S02000264,S02000660,12,5,0,4,-12,-7,-8,21,7,5,5,83%,2.1,9,2.7,4,-2.0,12,-2.3
S02000264,S02000661,11,0,7,6,-4,-11,-5,24,7,4,4,47%,1.3,10,0.2,4,1.2,14,-0.2
S02000264,S02000663,0,3,3,0,3,3,0,6,2,-2,2,100%,-1.4,3,0.3,1,1.8,3,-0.2
S02000264,S02000664,14,0,0,0,-14,-14,-14,14,4,10,10,221%,4.6,6,3.3,3,-1.6,8,-2.8
S02000264,S02000665,0,0,3,8,3,0,8,11,3,-3,3,100%,-1.9,5,-2.2,2,0.7,6,1.9
S02000264,S02000666,5,0,0,11,-5,-5,6,16,5,0,0,0%,0.0,7,-0.7,3,-1.7,9,0.6
S02000264,S02000669,0,3,3,9,3,3,9,15,5,-5,5,100%,-2.2,6,-1.3,3,0.1,9,1.2
S02000264,S02000670,22,7,0,14,-22,-15,-8,43,13,9,9,64%,2.4,18,2.5,8,-2.8,25,-2.2
S02000264,S02000672,0,0,4,30,4,0,30,34,11,-11,11,100%,-3.3,14,-3.8,6,-0.9,20,3.3
S02000264,S02000674,5,0,0,6,-5,-5,1,11,3,2,2,46%,0.9,5,0.1,2,-1.4,6,-0.1
S02000264,S02000675,0,3,3,3,3,3,3,9,3,-3,3,100%,-1.7,4,-0.4,2,1.0,5,0.4
S02000264,S02000676,8,4,4,13,-4,-4,5,29,9,-1,1,11%,-0.3,12,-0.1,5,-0.6,17,0.1
S02000264,S02000679,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000264,S02000680,0,0,0,13,0,0,13,13,4,-4,4,100%,-2.0,6,-2.4,2,-1.6,7,2.0
S02000264,S02000683,3,0,0,3,-3,-3,0,6,2,1,1,61%,0.8,3,0.3,1,-1.1,3,-0.2
S02000264,S02000684,0,10,0,0,0,10,0,10,3,-3,3,100%,-1.8,4,2.8,2,-1.4,6,-2.4
S02000264,S02000685,0,0,0,5,0,0,5,5,2,-2,2,100%,-1.2,2,-1.5,1,-1.0,3,1.3
S02000264,S02000687,0,0,0,6,0,0,6,6,2,-2,2,100%,-1.4,3,-1.6,1,-1.1,3,1.4
S02000264,S02000688,4,0,0,6,-4,-4,2,10,3,1,1,28%,0.5,4,-0.1,2,-1.4,6,0.1
S02000264,S02000689,17,0,0,13,-17,-17,-4,30,9,8,8,82%,2.5,13,1.2,6,-2.4,17,-1.0
S02000264,S02000691,49,3,4,10,-45,-46,-39,66,21,28,28,138%,6.3,28,4.5,12,-2.3,38,-3.9
S02000264,S02000692,5,5,0,5,-5,0,0,15,5,0,0,7%,0.2,6,1.4,3,-1.7,9,-1.2
S02000264,S02000693,9,0,0,3,-9,-9,-6,12,4,5,5,141%,2.7,5,1.7,2,-1.5,7,-1.5
S02000264,S02000694,0,0,0,5,0,0,5,5,2,-2,2,100%,-1.2,2,-1.5,1,-1.0,3,1.3
S02000264,S02000695,0,4,0,7,0,4,7,11,3,-3,3,100%,-1.9,5,-0.3,2,-1.4,6,0.3
S02000264,S02000700,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000264,S02000701,8,8,0,8,-8,0,0,24,7,1,1,7%,0.2,10,1.8,4,-2.1,14,-1.6
S02000264,S02000702,4,0,0,0,-4,-4,-4,4,1,3,3,221%,2.5,2,1.8,1,-0.9,2,-1.5
S02000264,S02000705,0,4,0,4,0,4,4,8,2,-2,2,100%,-1.6,3,0.3,1,-1.2,5,-0.3
S02000264,S02000713,0,3,0,0,0,3,0,3,1,-1,1,100%,-1.0,1,1.5,1,-0.7,2,-1.3
S02000264,S02000923,3,5,0,0,-3,2,-3,8,2,1,1,20%,0.3,3,2.5,1,-1.2,5,-2.1
S02000264,S02000997,0,4,0,0,0,4,0,4,1,-1,1,100%,-1.1,2,1.8,1,-0.9,2,-1.5
S02000264,S02000999,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000264,S02001000,0,0,0,9,0,0,9,9,3,-3,3,100%,-1.7,4,-2.0,2,-1.3,5,1.7
S02000264,S02001010,11,3,0,3,-11,-8,-8,17,5,6,6,108%,2.5,7,2.5,3,-1.8,10,-2.2
S02000264,S02001013,0,0,4,5,4,0,5,9,3,-3,3,100%,-1.7,4,-2.0,2,1.8,5,1.7
S02000264,S02001015,0,3,0,0,0,3,0,3,1,-1,1,100%,-1.0,1,1.5,1,-0.7,2,-1.3
S02000264,S02001162,0,3,0,0,0,3,0,3,1,-1,1,100%,-1.0,1,1.5,1,-0.7,2,-1.3
S02000264,S02001185,7,0,3,8,-4,-7,1,18,6,1,1,25%,0.6,8,-0.2,3,-0.2,10,0.2
S02000264,S02001187,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000265,S02000263,0,3,0,3,0,3,3,6,2,-2,2,100%,-1.4,3,0.3,1,-1.1,3,-0.2
S02000265,S02000265,3,6,0,4,-3,3,1,13,4,-1,1,26%,-0.5,6,1.5,2,-1.6,7,-1.3
S02000265,S02000266,0,0,0,8,0,0,8,8,2,-2,2,100%,-1.6,3,-1.8,1,-1.2,5,1.6
S02000265,S02000269,3,0,0,17,-3,-3,14,20,6,-3,3,52%,-1.3,9,-1.9,4,-1.9,11,1.6
S02000265,S02000271,0,0,0,4,0,0,4,4,1,-1,1,100%,-1.1,2,-1.3,1,-0.9,2,1.1
S02000265,S02000272,0,0,0,5,0,0,5,5,2,-2,2,100%,-1.2,2,-1.5,1,-1.0,3,1.3
S02000265,S02000275,3,0,0,0,-3,-3,-3,3,1,2,2,221%,2.1,1,1.5,1,-0.7,2,-1.3
S02000265,S02000276,0,0,0,8,0,0,8,8,2,-2,2,100%,-1.6,3,-1.8,1,-1.2,5,1.6
S02000265,S02000279,5,3,0,11,-5,-2,6,19,6,-1,1,16%,-0.4,8,0.0,4,-1.9,11,0.0
S02000265,S02000281,6,0,0,0,-6,-6,-6,6,2,4,4,221%,3.0,3,2.2,1,-1.1,3,-1.9
S02000265,S02000282,0,0,0,5,0,0,5,5,2,-2,2,100%,-1.2,2,-1.5,1,-1.0,3,1.3
S02000265,S02000611,0,5,0,0,0,5,0,5,2,-2,2,100%,-1.2,2,2.0,1,-1.0,3,-1.7
S02000265,S02000628,3,0,0,0,-3,-3,-3,3,1,2,2,221%,2.1,1,1.5,1,-0.7,2,-1.3
S02000265,S02000633,3,0,0,0,-3,-3,-3,3,1,2,2,221%,2.1,1,1.5,1,-0.7,2,-1.3
S02000265,S02000635,3,0,0,3,-3,-3,0,6,2,1,1,61%,0.8,3,0.3,1,-1.1,3,-0.2
S02000265,S02000642,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000265,S02000644,0,0,4,0,4,0,0,4,1,-1,1,100%,-1.1,2,-1.3,1,3.8,2,1.1
S02000265,S02000649,0,3,0,0,0,3,0,3,1,-1,1,100%,-1.0,1,1.5,1,-0.7,2,-1.3
S02000265,S02000651,0,0,3,0,3,0,0,3,1,-1,1,100%,-1.0,1,-1.1,1,3.3,2,1.0
S02000265,S02000655,18,7,79,29,61,-11,11,133,41,-23,23,57%,-3.6,57,-4.2,25,11.0,76,3.6
S02000265,S02000656,0,16,0,0,0,16,0,16,5,-5,5,100%,-2.2,7,3.5,3,-1.7,9,-3.0
S02000265,S02000658,33,5,16,51,-17,-28,18,105,33,0,0,1%,0.1,45,-1.0,19,-0.8,60,0.9
S02000265,S02000659,0,0,7,0,7,0,0,7,2,-2,2,100%,-1.5,3,-1.7,1,5.0,4,1.5
S02000265,S02000660,17,0,0,0,-17,-17,-17,17,5,12,12,221%,5.1,7,3.6,3,-1.8,10,-3.1
S02000265,S02000661,5,0,8,8,3,-5,3,21,7,-2,2,24%,-0.6,9,-1.3,4,2.1,12,1.1
S02000265,S02000664,21,0,0,5,-21,-21,-16,26,8,13,13,159%,4.5,11,3.0,5,-2.2,15,-2.6
S02000265,S02000665,3,0,4,0,1,-3,-3,7,2,1,1,38%,0.6,3,0.0,1,2.4,4,0.0
S02000265,S02000667,3,0,0,0,-3,-3,-3,3,1,2,2,221%,2.1,1,1.5,1,-0.7,2,-1.3
S02000265,S02000669,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000265,S02000670,4,3,0,0,-4,-1,-4,7,2,2,2,83%,1.2,3,2.3,1,-1.1,4,-2.0
S02000265,S02000672,0,0,0,24,0,0,24,24,7,-7,7,100%,-2.7,10,-3.2,4,-2.1,14,2.7
S02000265,S02000675,3,0,0,0,-3,-3,-3,3,1,2,2,221%,2.1,1,1.5,1,-0.7,2,-1.3
S02000265,S02000676,4,0,0,3,-4,-4,-1,7,2,2,2,83%,1.2,3,0.6,1,-1.1,4,-0.5
S02000265,S02000679,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000265,S02000684,6,12,0,4,-6,6,-2,22,7,-1,1,12%,-0.3,9,2.8,4,-2.0,13,-2.4
S02000265,S02000688,7,0,0,8,-7,-7,1,15,5,2,2,50%,1.1,6,0.2,3,-1.7,9,-0.2
S02000265,S02000689,37,0,0,15,-37,-37,-22,52,16,21,21,128%,5.2,22,3.2,10,-3.1,30,-2.7
S02000265,S02000690,4,0,0,3,-4,-4,-1,7,2,2,2,83%,1.2,3,0.6,1,-1.1,4,-0.5
S02000265,S02000691,5,0,0,5,-5,-5,0,10,3,2,2,61%,1.1,4,0.4,2,-1.4,6,-0.3
S02000265,S02000693,6,0,0,0,-6,-6,-6,6,2,4,4,221%,3.0,3,2.2,1,-1.1,3,-1.9
S02000265,S02000702,4,0,5,7,1,-4,3,16,5,-1,1,20%,-0.4,7,-1.1,3,1.2,9,0.9
S02000265,S02000705,0,3,0,7,0,3,7,10,3,-3,3,100%,-1.8,4,-0.6,2,-1.4,6,0.5
S02000265,S02000712,3,7,0,5,-3,4,2,15,5,-2,2,36%,-0.8,6,1.4,3,-1.7,9,-1.2
S02000265,S02000713,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000265,S02000715,0,0,0,5,0,0,5,5,2,-2,2,100%,-1.2,2,-1.5,1,-1.0,3,1.3
S02000265,S02000716,4,0,0,0,-4,-4,-4,4,1,3,3,221%,2.5,2,1.8,1,-0.9,2,-1.5
S02000265,S02000781,3,0,3,0,0,-3,-3,6,2,1,1,61%,0.8,3,0.3,1,1.8,3,-0.2
S02000265,S02001000,0,0,0,6,0,0,6,6,2,-2,2,100%,-1.4,3,-1.6,1,-1.1,3,1.4
S02000265,S02001007,0,4,0,0,0,4,0,4,1,-1,1,100%,-1.1,2,1.8,1,-0.9,2,-1.5
S02000265,S02001010,3,5,0,5,-3,2,2,13,4,-1,1,26%,-0.5,6,1.1,2,-1.6,7,-0.9
S02000265,S02001015,0,6,3,0,3,6,0,9,3,-3,3,100%,-1.7,4,1.1,2,1.0,5,-1.0
S02000265,S02001185,14,3,6,17,-8,-11,3,40,12,2,2,12%,0.4,17,0.0,7,-0.5,23,0.0
S02000265,S02001186,3,0,0,0,-3,-3,-3,3,1,2,2,221%,2.1,1,1.5,1,-0.7,2,-1.3
S02000265,S02001187,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000265,S02001192,5,0,5,0,0,-5,-5,10,3,2,2,61%,1.1,4,0.4,2,2.3,6,-0.3
S02000265,S02001194,3,0,0,0,-3,-3,-3,3,1,2,2,221%,2.1,1,1.5,1,-0.7,2,-1.3
S02000265,S02001196,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000266,S02000260,0,0,4,0,4,0,0,4,1,-1,1,100%,-1.1,2,-1.3,1,3.8,2,1.1
S02000266,S02000263,0,0,5,5,5,0,5,10,3,-3,3,100%,-1.8,4,-2.1,2,2.3,6,1.8
S02000266,S02000266,0,0,0,10,0,0,10,10,3,-3,3,100%,-1.8,4,-2.1,2,-1.4,6,1.8
S02000266,S02000269,0,0,0,18,0,0,18,18,6,-6,6,100%,-2.4,8,-2.8,3,-1.8,10,2.4
S02000266,S02000271,0,0,0,4,0,0,4,4,1,-1,1,100%,-1.1,2,-1.3,1,-0.9,2,1.1
S02000266,S02000272,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000266,S02000273,0,0,0,4,0,0,4,4,1,-1,1,100%,-1.1,2,-1.3,1,-0.9,2,1.1
S02000266,S02000274,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000266,S02000277,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000266,S02000279,6,0,3,18,-3,-6,12,27,8,-2,2,29%,-0.8,11,-1.6,5,-0.9,16,1.4
S02000266,S02000281,6,0,0,3,-6,-6,-3,9,3,3,3,114%,1.9,4,1.1,2,-1.3,5,-1.0
S02000266,S02000282,4,0,0,3,-4,-4,-1,7,2,2,2,83%,1.2,3,0.6,1,-1.1,4,-0.5
S02000266,S02000611,0,3,0,0,0,3,0,3,1,-1,1,100%,-1.0,1,1.5,1,-0.7,2,-1.3
S02000266,S02000633,3,3,0,3,-3,0,0,9,3,0,0,7%,0.1,4,1.1,2,-1.3,5,-1.0
S02000266,S02000644,5,0,6,0,1,-5,-5,11,3,2,2,46%,0.9,5,0.1,2,2.8,6,-0.1
S02000266,S02000651,0,0,5,6,5,0,6,11,3,-3,3,100%,-1.9,5,-2.2,2,2.1,6,1.9
S02000266,S02000655,34,3,85,34,51,-31,0,156,49,-15,15,30%,-2.1,66,-3.6,29,10.4,90,3.1
S02000266,S02000656,4,0,0,0,-4,-4,-4,4,1,3,3,221%,2.5,2,1.8,1,-0.9,2,-1.5
S02000266,S02000658,28,5,14,57,-14,-23,29,104,32,-4,4,14%,-0.8,44,-1.7,19,-1.2,60,1.5
S02000266,S02000659,0,0,3,0,3,0,0,3,1,-1,1,100%,-1.0,1,-1.1,1,3.3,2,1.0
S02000266,S02000660,16,0,0,0,-16,-16,-16,16,5,11,11,221%,4.9,7,3.5,3,-1.7,9,-3.0
S02000266,S02000661,10,3,5,9,-5,-7,-1,27,8,2,2,19%,0.5,11,0.4,5,0.0,16,-0.4
S02000266,S02000664,10,0,0,0,-10,-10,-10,10,3,7,7,221%,3.9,4,2.8,2,-1.4,6,-2.4
S02000266,S02000665,0,0,5,4,5,0,4,9,3,-3,3,100%,-1.7,4,-2.0,2,2.6,5,1.7
S02000266,S02000666,0,0,0,5,0,0,5,5,2,-2,2,100%,-1.2,2,-1.5,1,-1.0,3,1.3
S02000266,S02000668,4,0,0,3,-4,-4,-1,7,2,2,2,83%,1.2,3,0.6,1,-1.1,4,-0.5
S02000266,S02000669,4,0,4,6,0,-4,2,14,4,0,0,8%,-0.2,6,-0.8,3,0.9,8,0.7
S02000266,S02000670,4,4,0,0,-4,0,-4,8,2,2,2,61%,1.0,3,2.5,1,-1.2,5,-2.1
S02000266,S02000671,3,0,0,0,-3,-3,-3,3,1,2,2,221%,2.1,1,1.5,1,-0.7,2,-1.3
S02000266,S02000672,0,0,4,39,4,0,39,43,13,-13,13,100%,-3.7,18,-4.3,8,-1.4,25,3.7
S02000266,S02000679,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000266,S02000680,0,0,0,5,0,0,5,5,2,-2,2,100%,-1.2,2,-1.5,1,-1.0,3,1.3
S02000266,S02000681,0,3,3,0,3,3,0,6,2,-2,2,100%,-1.4,3,0.3,1,1.8,3,-0.2
S02000266,S02000682,0,0,0,4,0,0,4,4,1,-1,1,100%,-1.1,2,-1.3,1,-0.9,2,1.1
S02000266,S02000684,3,4,0,0,-3,1,-3,7,2,1,1,38%,0.6,3,2.3,1,-1.1,4,-2.0
S02000266,S02000688,0,0,0,7,0,0,7,7,2,-2,2,100%,-1.5,3,-1.7,1,-1.1,4,1.5
