source,dest,likelyOperating,otherMiddle,officeClosed,otherClosed,diffOfCl_LiOp,diffOtMi_LiOp,diffOtCl_LiOp,ALL,exp-LO,diff-LO,magDiff-LO,propDiff-LO,CHI-LO,exp-LOOM,CHI-LOOM,exp-offC,CHI-offC,exp-allC,CHI-allC
S02000313,S02000670,5,0,0,3,-5,-5,-2,8,2,3,3,101%,1.6,3,0.9,1,-1.2,5,-0.7
S02000313,S02000672,3,0,3,23,0,-3,20,29,9,-6,6,67%,-2.0,12,-2.7,5,-1.0,17,2.3
S02000313,S02000675,0,0,0,5,0,0,5,5,2,-2,2,100%,-1.2,2,-1.5,1,-1.0,3,1.3
S02000313,S02000684,0,4,0,5,0,4,5,9,3,-3,3,100%,-1.7,4,0.1,2,-1.3,5,-0.1
S02000313,S02000685,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000313,S02000689,8,0,0,10,-8,-8,2,18,6,2,2,43%,1.0,8,0.1,3,-1.8,10,-0.1
S02000313,S02000691,8,0,0,0,-8,-8,-8,8,2,6,6,221%,3.5,3,2.5,1,-1.2,5,-2.1
S02000313,S02000701,3,0,0,0,-3,-3,-3,3,1,2,2,221%,2.1,1,1.5,1,-0.7,2,-1.3
S02000313,S02000710,0,0,3,4,3,0,4,7,2,-2,2,100%,-1.5,3,-1.7,1,1.5,4,1.5
S02000313,S02000712,4,0,0,0,-4,-4,-4,4,1,3,3,221%,2.5,2,1.8,1,-0.9,2,-1.5
S02000313,S02000781,3,0,3,0,0,-3,-3,6,2,1,1,61%,0.8,3,0.3,1,1.8,3,-0.2
S02000313,S02000783,3,0,0,0,-3,-3,-3,3,1,2,2,221%,2.1,1,1.5,1,-0.7,2,-1.3
S02000313,S02000984,5,0,0,0,-5,-5,-5,5,2,3,3,221%,2.8,2,2.0,1,-1.0,3,-1.7
S02000313,S02000988,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000313,S02000993,20,0,0,0,-20,-20,-20,20,6,14,14,221%,5.5,9,3.9,4,-1.9,11,-3.4
S02000313,S02000994,3,0,0,0,-3,-3,-3,3,1,2,2,221%,2.1,1,1.5,1,-0.7,2,-1.3
S02000313,S02000997,0,3,0,4,0,3,4,7,2,-2,2,100%,-1.5,3,0.0,1,-1.1,4,0.0
S02000313,S02000999,0,0,3,3,3,0,3,6,2,-2,2,100%,-1.4,3,-1.6,1,1.8,3,1.4
S02000313,S02001000,28,0,6,17,-22,-28,-11,51,16,12,12,76%,3.0,22,1.4,9,-1.1,29,-1.2
S02000313,S02001010,20,4,0,6,-20,-16,-14,30,9,11,11,114%,3.5,13,3.1,6,-2.4,17,-2.7
S02000313,S02001013,5,7,4,19,-1,2,14,35,11,-6,6,54%,-1.8,15,-0.7,6,-1.0,20,0.6
S02000313,S02001014,0,0,4,0,4,0,0,4,1,-1,1,100%,-1.1,2,-1.3,1,3.8,2,1.1
S02000313,S02001015,0,12,5,0,5,12,0,17,5,-5,5,100%,-2.3,7,1.8,3,1.0,10,-1.5
S02000313,S02001016,4,0,0,0,-4,-4,-4,4,1,3,3,221%,2.5,2,1.8,1,-0.9,2,-1.5
S02000313,S02001146,0,0,0,4,0,0,4,4,1,-1,1,100%,-1.1,2,-1.3,1,-0.9,2,1.1
S02000313,S02001157,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000313,S02001162,0,0,3,0,3,0,0,3,1,-1,1,100%,-1.0,1,-1.1,1,3.3,2,1.0
S02000313,S02001185,8,0,4,5,-4,-8,-3,17,5,3,3,51%,1.2,7,0.3,3,0.5,10,-0.2
S02000314,S02000311,0,3,0,7,0,3,7,10,3,-3,3,100%,-1.8,4,-0.6,2,-1.4,6,0.5
S02000314,S02000312,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000314,S02000313,7,0,5,13,-2,-7,6,25,8,-1,1,10%,-0.3,11,-1.1,5,0.2,14,1.0
S02000314,S02000314,49,22,4,62,-45,-27,13,137,43,6,6,15%,1.0,58,1.7,25,-4.2,79,-1.4
S02000314,S02000316,3,0,0,3,-3,-3,0,6,2,1,1,61%,0.8,3,0.3,1,-1.1,3,-0.2
S02000314,S02000318,3,0,0,15,-3,-3,12,18,6,-3,3,46%,-1.1,8,-1.7,3,-1.8,10,1.4
S02000314,S02000321,11,3,0,24,-11,-8,13,38,12,-1,1,7%,-0.2,16,-0.5,7,-2.7,22,0.5
S02000314,S02000322,0,0,4,3,4,0,3,7,2,-2,2,100%,-1.5,3,-1.7,1,2.4,4,1.5
S02000314,S02000324,7,0,3,14,-4,-7,7,24,7,0,0,6%,-0.2,10,-1.0,4,-0.7,14,0.9
S02000314,S02000327,0,0,0,4,0,0,4,4,1,-1,1,100%,-1.1,2,-1.3,1,-0.9,2,1.1
S02000314,S02000328,75,17,16,74,-59,-58,-1,182,57,18,18,32%,2.4,77,1.7,34,-3.0,105,-1.4
S02000314,S02000329,11,3,0,0,-11,-8,-11,14,4,7,7,152%,3.2,6,3.3,3,-1.6,8,-2.8
S02000314,S02000586,0,0,0,4,0,0,4,4,1,-1,1,100%,-1.1,2,-1.3,1,-0.9,2,1.1
S02000314,S02000587,3,9,5,3,2,6,0,20,6,-3,3,52%,-1.3,9,1.2,4,0.7,11,-1.0
S02000314,S02000590,0,0,0,9,0,0,9,9,3,-3,3,100%,-1.7,4,-2.0,2,-1.3,5,1.7
S02000314,S02000596,0,0,0,4,0,0,4,4,1,-1,1,100%,-1.1,2,-1.3,1,-0.9,2,1.1
S02000314,S02000597,3,0,3,27,0,-3,24,33,10,-7,7,71%,-2.3,14,-2.9,6,-1.3,19,2.5
S02000314,S02000599,0,9,0,0,0,9,0,9,3,-3,3,100%,-1.7,4,2.6,2,-1.3,5,-2.3
S02000314,S02000601,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000314,S02000602,8,0,0,8,-8,-8,0,16,5,3,3,61%,1.4,7,0.5,3,-1.7,9,-0.4
S02000314,S02000603,0,0,0,9,0,0,9,9,3,-3,3,100%,-1.7,4,-2.0,2,-1.3,5,1.7
S02000314,S02000607,15,0,0,0,-15,-15,-15,15,5,10,10,221%,4.8,6,3.4,3,-1.7,9,-2.9
S02000314,S02000608,11,0,0,0,-11,-11,-11,11,3,8,8,221%,4.1,5,2.9,2,-1.4,6,-2.5
S02000314,S02000625,0,0,0,7,0,0,7,7,2,-2,2,100%,-1.5,3,-1.7,1,-1.1,4,1.5
S02000314,S02000627,4,0,0,4,-4,-4,0,8,2,2,2,61%,1.0,3,0.3,1,-1.2,5,-0.3
S02000314,S02000628,4,0,3,3,-1,-4,-1,10,3,1,1,28%,0.5,4,-0.1,2,0.8,6,0.1
S02000314,S02000633,0,0,3,3,3,0,3,6,2,-2,2,100%,-1.4,3,-1.6,1,1.8,3,1.4
S02000314,S02000634,12,0,3,5,-9,-12,-7,20,6,6,6,93%,2.3,9,1.2,4,-0.4,11,-1.0
S02000314,S02000635,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000314,S02000638,3,0,0,3,-3,-3,0,6,2,1,1,61%,0.8,3,0.3,1,-1.1,3,-0.2
S02000314,S02000644,7,4,5,0,-2,-3,-7,16,5,2,2,40%,0.9,7,1.6,3,1.2,9,-1.4
S02000314,S02000649,0,0,0,4,0,0,4,4,1,-1,1,100%,-1.1,2,-1.3,1,-0.9,2,1.1
S02000314,S02000651,3,0,5,4,2,-3,1,12,4,-1,1,20%,-0.4,5,-0.9,2,1.9,7,0.8
S02000314,S02000655,33,6,110,42,77,-27,9,191,59,-26,26,45%,-3.4,81,-4.7,35,12.6,110,4.0
S02000314,S02000656,6,4,0,6,-6,-2,0,16,5,1,1,20%,0.5,7,1.2,3,-1.7,9,-1.1
S02000314,S02000658,35,6,18,76,-17,-29,41,135,42,-7,7,17%,-1.1,57,-2.2,25,-1.4,78,1.9
S02000314,S02000660,31,5,0,7,-31,-26,-24,43,13,18,18,131%,4.8,18,4.1,8,-2.8,25,-3.6
S02000314,S02000661,4,0,3,0,-1,-4,-4,7,2,2,2,83%,1.2,3,0.6,1,1.5,4,-0.5
S02000314,S02000663,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000314,S02000664,5,0,0,0,-5,-5,-5,5,2,3,3,221%,2.8,2,2.0,1,-1.0,3,-1.7
S02000314,S02000665,0,0,3,3,3,0,3,6,2,-2,2,100%,-1.4,3,-1.6,1,1.8,3,1.4
S02000314,S02000667,3,0,0,0,-3,-3,-3,3,1,2,2,221%,2.1,1,1.5,1,-0.7,2,-1.3
S02000314,S02000669,0,0,5,0,5,0,0,5,2,-2,2,100%,-1.2,2,-1.5,1,4.2,3,1.3
S02000314,S02000670,0,4,0,0,0,4,0,4,1,-1,1,100%,-1.1,2,1.8,1,-0.9,2,-1.5
S02000314,S02000672,0,0,0,22,0,0,22,22,7,-7,7,100%,-2.6,9,-3.1,4,-2.0,13,2.6
S02000314,S02000676,4,0,0,0,-4,-4,-4,4,1,3,3,221%,2.5,2,1.8,1,-0.9,2,-1.5
S02000314,S02000680,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000314,S02000684,0,8,0,3,0,8,3,11,3,-3,3,100%,-1.9,5,1.5,2,-1.4,6,-1.3
S02000314,S02000689,4,0,3,3,-1,-4,-1,10,3,1,1,28%,0.5,4,-0.1,2,0.8,6,0.1
S02000314,S02000702,0,0,0,4,0,0,4,4,1,-1,1,100%,-1.1,2,-1.3,1,-0.9,2,1.1
S02000314,S02000772,3,0,0,0,-3,-3,-3,3,1,2,2,221%,2.1,1,1.5,1,-0.7,2,-1.3
S02000314,S02000781,3,0,0,0,-3,-3,-3,3,1,2,2,221%,2.1,1,1.5,1,-0.7,2,-1.3
S02000314,S02000984,13,0,0,4,-13,-13,-9,17,5,8,8,146%,3.3,7,2.1,3,-1.8,10,-1.8
S02000314,S02000986,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000314,S02000987,4,0,0,0,-4,-4,-4,4,1,3,3,221%,2.5,2,1.8,1,-0.9,2,-1.5
S02000314,S02000990,3,0,0,3,-3,-3,0,6,2,1,1,61%,0.8,3,0.3,1,-1.1,3,-0.2
S02000314,S02000991,3,0,0,0,-3,-3,-3,3,1,2,2,221%,2.1,1,1.5,1,-0.7,2,-1.3
S02000314,S02000992,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000314,S02000993,33,0,0,3,-33,-33,-30,36,11,22,22,194%,6.5,15,4.5,7,-2.6,21,-3.9
S02000314,S02000994,11,0,0,3,-11,-11,-8,14,4,7,7,152%,3.2,6,2.1,3,-1.6,8,-1.8
S02000314,S02000997,0,9,3,5,3,9,5,17,5,-5,5,100%,-2.3,7,0.7,3,-0.1,10,-0.6
S02000314,S02000998,4,6,0,0,-4,2,-4,10,3,1,1,28%,0.5,4,2.8,2,-1.4,6,-2.4
S02000314,S02000999,3,0,0,9,-3,-3,6,12,4,-1,1,20%,-0.4,5,-0.9,2,-1.5,7,0.8
S02000314,S02001000,31,8,14,24,-17,-23,-7,77,24,7,7,29%,1.4,33,1.1,14,-0.1,44,-0.9
S02000314,S02001001,0,0,0,5,0,0,5,5,2,-2,2,100%,-1.2,2,-1.5,1,-1.0,3,1.3
S02000314,S02001004,3,0,0,3,-3,-3,0,6,2,1,1,61%,0.8,3,0.3,1,-1.1,3,-0.2
S02000314,S02001005,0,0,0,4,0,0,4,4,1,-1,1,100%,-1.1,2,-1.3,1,-0.9,2,1.1
S02000314,S02001007,0,4,0,7,0,4,7,11,3,-3,3,100%,-1.9,5,-0.3,2,-1.4,6,0.3
S02000314,S02001010,34,13,13,22,-21,-21,-12,82,26,8,8,33%,1.7,35,2.1,15,-0.6,47,-1.8
S02000314,S02001013,5,6,0,26,-5,1,21,37,12,-7,7,57%,-1.9,16,-1.2,7,-2.6,21,1.0
S02000314,S02001014,0,7,0,0,0,7,0,7,2,-2,2,100%,-1.5,3,2.3,1,-1.1,4,-2.0
S02000314,S02001015,7,31,9,3,2,24,-4,50,16,-9,9,55%,-2.2,21,3.6,9,-0.1,29,-3.1
S02000314,S02001016,0,0,5,5,5,0,5,10,3,-3,3,100%,-1.8,4,-2.1,2,2.3,6,1.8
S02000314,S02001161,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000314,S02001162,3,0,0,0,-3,-3,-3,3,1,2,2,221%,2.1,1,1.5,1,-0.7,2,-1.3
S02000314,S02001185,5,3,0,0,-5,-2,-5,8,2,3,3,101%,1.6,3,2.5,1,-1.2,5,-2.1
S02000314,S02001192,3,0,0,0,-3,-3,-3,3,1,2,2,221%,2.1,1,1.5,1,-0.7,2,-1.3
S02000314,S02001197,0,3,0,0,0,3,0,3,1,-1,1,100%,-1.0,1,1.5,1,-0.7,2,-1.3
S02000316,S02000310,0,0,0,6,0,0,6,6,2,-2,2,100%,-1.4,3,-1.6,1,-1.1,3,1.4
S02000316,S02000311,4,4,0,17,-4,0,13,25,8,-4,4,49%,-1.4,11,-0.8,5,-2.2,14,0.7
S02000316,S02000312,0,0,4,14,4,0,14,18,6,-6,6,100%,-2.4,8,-2.8,3,0.4,10,2.4
S02000316,S02000313,0,0,3,11,3,0,11,14,4,-4,4,100%,-2.1,6,-2.4,3,0.3,8,2.1
S02000316,S02000316,0,0,0,4,0,0,4,4,1,-1,1,100%,-1.1,2,-1.3,1,-0.9,2,1.1
S02000316,S02000317,5,0,3,5,-2,-5,0,13,4,1,1,23%,0.5,6,-0.2,2,0.4,7,0.2
S02000316,S02000319,0,0,0,7,0,0,7,7,2,-2,2,100%,-1.5,3,-1.7,1,-1.1,4,1.5
S02000316,S02000322,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000316,S02000324,5,0,0,14,-5,-5,9,19,6,-1,1,16%,-0.4,8,-1.1,4,-1.9,11,0.9
S02000316,S02000325,0,0,0,6,0,0,6,6,2,-2,2,100%,-1.4,3,-1.6,1,-1.1,3,1.4
S02000316,S02000327,0,0,0,9,0,0,9,9,3,-3,3,100%,-1.7,4,-2.0,2,-1.3,5,1.7
S02000316,S02000328,5,0,3,3,-2,-5,-2,11,3,2,2,46%,0.9,5,0.1,2,0.7,6,-0.1
S02000316,S02000587,0,3,0,3,0,3,3,6,2,-2,2,100%,-1.4,3,0.3,1,-1.1,3,-0.2
S02000316,S02000590,0,0,0,5,0,0,5,5,2,-2,2,100%,-1.2,2,-1.5,1,-1.0,3,1.3
S02000316,S02000596,0,0,0,5,0,0,5,5,2,-2,2,100%,-1.2,2,-1.5,1,-1.0,3,1.3
S02000316,S02000597,0,0,0,5,0,0,5,5,2,-2,2,100%,-1.2,2,-1.5,1,-1.0,3,1.3
S02000316,S02000599,4,0,8,0,4,-4,-4,12,4,0,0,7%,0.1,5,-0.5,2,3.9,7,0.4
S02000316,S02000602,3,0,0,3,-3,-3,0,6,2,1,1,61%,0.8,3,0.3,1,-1.1,3,-0.2
S02000316,S02000603,0,0,0,5,0,0,5,5,2,-2,2,100%,-1.2,2,-1.5,1,-1.0,3,1.3
S02000316,S02000605,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000316,S02000607,9,0,0,3,-9,-9,-6,12,4,5,5,141%,2.7,5,1.7,2,-1.5,7,-1.5
S02000316,S02000609,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000316,S02000611,0,8,0,0,0,8,0,8,2,-2,2,100%,-1.6,3,2.5,1,-1.2,5,-2.1
S02000316,S02000612,0,0,0,9,0,0,9,9,3,-3,3,100%,-1.7,4,-2.0,2,-1.3,5,1.7
S02000316,S02000614,5,0,0,0,-5,-5,-5,5,2,3,3,221%,2.8,2,2.0,1,-1.0,3,-1.7
S02000316,S02000616,0,3,0,0,0,3,0,3,1,-1,1,100%,-1.0,1,1.5,1,-0.7,2,-1.3
S02000316,S02000624,0,0,0,4,0,0,4,4,1,-1,1,100%,-1.1,2,-1.3,1,-0.9,2,1.1
S02000316,S02000625,0,0,3,0,3,0,0,3,1,-1,1,100%,-1.0,1,-1.1,1,3.3,2,1.0
S02000316,S02000627,3,0,0,3,-3,-3,0,6,2,1,1,61%,0.8,3,0.3,1,-1.1,3,-0.2
S02000316,S02000628,4,0,0,0,-4,-4,-4,4,1,3,3,221%,2.5,2,1.8,1,-0.9,2,-1.5
S02000316,S02000634,0,0,0,11,0,0,11,11,3,-3,3,100%,-1.9,5,-2.2,2,-1.4,6,1.9
S02000316,S02000642,0,0,3,3,3,0,3,6,2,-2,2,100%,-1.4,3,-1.6,1,1.8,3,1.4
S02000316,S02000649,0,0,0,4,0,0,4,4,1,-1,1,100%,-1.1,2,-1.3,1,-0.9,2,1.1
S02000316,S02000651,4,0,9,6,5,-4,2,19,6,-2,2,32%,-0.8,8,-1.4,4,2.9,11,1.2
S02000316,S02000655,32,15,132,54,100,-17,22,233,73,-41,41,56%,-4.8,99,-5.2,43,13.5,134,4.5
S02000316,S02000656,0,4,3,4,3,4,4,11,3,-3,3,100%,-1.9,5,-0.3,2,0.7,6,0.3
S02000316,S02000658,23,5,10,67,-13,-18,44,105,33,-10,10,30%,-1.7,45,-2.5,19,-2.1,60,2.1
S02000316,S02000660,15,0,0,3,-15,-15,-12,18,6,9,9,168%,4.0,8,2.7,3,-1.8,10,-2.3
S02000316,S02000661,10,0,8,9,-2,-10,-1,27,8,2,2,19%,0.5,11,-0.4,5,1.3,16,0.4
S02000316,S02000664,4,0,0,0,-4,-4,-4,4,1,3,3,221%,2.5,2,1.8,1,-0.9,2,-1.5
S02000316,S02000665,7,0,9,0,2,-7,-7,16,5,2,2,40%,0.9,7,0.1,3,3.5,9,-0.1
S02000316,S02000669,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000316,S02000672,0,0,4,19,4,0,19,23,7,-7,7,100%,-2.7,10,-3.1,4,-0.1,13,2.7
S02000316,S02000673,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000316,S02000681,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000316,S02000689,9,0,0,3,-9,-9,-6,12,4,5,5,141%,2.7,5,1.7,2,-1.5,7,-1.5
S02000316,S02000784,0,0,0,6,0,0,6,6,2,-2,2,100%,-1.4,3,-1.6,1,-1.1,3,1.4
S02000316,S02000787,4,0,0,0,-4,-4,-4,4,1,3,3,221%,2.5,2,1.8,1,-0.9,2,-1.5
S02000316,S02000923,0,3,0,0,0,3,0,3,1,-1,1,100%,-1.0,1,1.5,1,-0.7,2,-1.3
S02000316,S02000984,3,0,0,0,-3,-3,-3,3,1,2,2,221%,2.1,1,1.5,1,-0.7,2,-1.3
S02000316,S02000993,5,0,0,0,-5,-5,-5,5,2,3,3,221%,2.8,2,2.0,1,-1.0,3,-1.7
S02000316,S02000997,0,0,0,4,0,0,4,4,1,-1,1,100%,-1.1,2,-1.3,1,-0.9,2,1.1
S02000316,S02001000,0,0,4,5,4,0,5,9,3,-3,3,100%,-1.7,4,-2.0,2,1.8,5,1.7
S02000316,S02001010,6,0,0,3,-6,-6,-3,9,3,3,3,114%,1.9,4,1.1,2,-1.3,5,-1.0
S02000316,S02001013,0,7,6,3,6,7,3,16,5,-5,5,100%,-2.2,7,0.1,3,1.8,9,-0.1
S02000316,S02001015,0,0,3,0,3,0,0,3,1,-1,1,100%,-1.0,1,-1.1,1,3.3,2,1.0
S02000316,S02001154,0,0,0,4,0,0,4,4,1,-1,1,100%,-1.1,2,-1.3,1,-0.9,2,1.1
S02000316,S02001162,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000316,S02001185,6,0,0,0,-6,-6,-6,6,2,4,4,221%,3.0,3,2.2,1,-1.1,3,-1.9
S02000317,S02000310,0,0,0,7,0,0,7,7,2,-2,2,100%,-1.5,3,-1.7,1,-1.1,4,1.5
S02000317,S02000311,0,0,0,18,0,0,18,18,6,-6,6,100%,-2.4,8,-2.8,3,-1.8,10,2.4
S02000317,S02000312,4,0,0,28,-4,-4,24,32,10,-6,6,60%,-1.9,14,-2.6,6,-2.4,18,2.2
S02000317,S02000313,4,0,5,36,1,-4,32,45,14,-10,10,71%,-2.7,19,-3.5,8,-1.2,26,3.0
S02000317,S02000317,18,8,0,43,-18,-10,25,69,21,-3,3,16%,-0.8,29,-0.6,13,-3.6,40,0.5
S02000317,S02000318,6,0,0,15,-6,-6,9,21,7,-1,1,8%,-0.2,9,-1.0,4,-2.0,12,0.8
S02000317,S02000319,7,0,3,13,-4,-7,6,23,7,0,0,2%,-0.1,10,-0.9,4,-0.6,13,0.8
S02000317,S02000320,0,3,0,10,0,3,10,13,4,-4,4,100%,-2.0,6,-1.1,2,-1.6,7,0.9
S02000317,S02000321,3,0,0,4,-3,-3,1,7,2,1,1,38%,0.6,3,0.0,1,-1.1,4,0.0
S02000317,S02000323,5,0,0,0,-5,-5,-5,5,2,3,3,221%,2.8,2,2.0,1,-1.0,3,-1.7
S02000317,S02000324,10,6,0,31,-10,-4,21,47,15,-5,5,32%,-1.2,20,-0.9,9,-2.9,27,0.8
S02000317,S02000325,0,0,0,7,0,0,7,7,2,-2,2,100%,-1.5,3,-1.7,1,-1.1,4,1.5
S02000317,S02000326,5,0,0,8,-5,-5,3,13,4,1,1,23%,0.5,6,-0.2,2,-1.6,7,0.2
S02000317,S02000327,11,3,0,13,-11,-8,2,27,8,3,3,31%,0.9,11,0.7,5,-2.2,16,-0.6
S02000317,S02000328,6,0,0,9,-6,-6,3,15,5,1,1,28%,0.6,6,-0.2,3,-1.7,9,0.1
S02000317,S02000329,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000317,S02000584,0,0,0,8,0,0,8,8,2,-2,2,100%,-1.6,3,-1.8,1,-1.2,5,1.6
S02000317,S02000585,3,0,0,3,-3,-3,0,6,2,1,1,61%,0.8,3,0.3,1,-1.1,3,-0.2
S02000317,S02000587,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000317,S02000588,3,0,0,0,-3,-3,-3,3,1,2,2,221%,2.1,1,1.5,1,-0.7,2,-1.3
S02000317,S02000590,0,0,0,10,0,0,10,10,3,-3,3,100%,-1.8,4,-2.1,2,-1.4,6,1.8
S02000317,S02000591,0,0,0,5,0,0,5,5,2,-2,2,100%,-1.2,2,-1.5,1,-1.0,3,1.3
S02000317,S02000593,7,4,0,0,-7,-3,-7,11,3,4,4,104%,1.9,5,2.9,2,-1.4,6,-2.5
S02000317,S02000596,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000317,S02000597,5,0,4,14,-1,-5,9,23,7,-2,2,30%,-0.8,10,-1.5,4,-0.1,13,1.3
S02000317,S02000598,0,0,0,4,0,0,4,4,1,-1,1,100%,-1.1,2,-1.3,1,-0.9,2,1.1
S02000317,S02000599,15,10,0,7,-15,-5,-8,32,10,5,5,51%,1.6,14,3.1,6,-2.4,18,-2.7
S02000317,S02000602,0,0,0,4,0,0,4,4,1,-1,1,100%,-1.1,2,-1.3,1,-0.9,2,1.1
S02000317,S02000603,0,0,0,18,0,0,18,18,6,-6,6,100%,-2.4,8,-2.8,3,-1.8,10,2.4
S02000317,S02000604,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000317,S02000607,31,0,0,9,-31,-31,-22,40,12,19,19,149%,5.3,17,3.4,7,-2.7,23,-2.9
S02000317,S02000608,4,0,0,0,-4,-4,-4,4,1,3,3,221%,2.5,2,1.8,1,-0.9,2,-1.5
S02000317,S02000609,0,0,4,4,4,0,4,8,2,-2,2,100%,-1.6,3,-1.8,1,2.1,5,1.6
S02000317,S02000610,0,0,0,5,0,0,5,5,2,-2,2,100%,-1.2,2,-1.5,1,-1.0,3,1.3
S02000317,S02000611,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000317,S02000612,0,0,0,6,0,0,6,6,2,-2,2,100%,-1.4,3,-1.6,1,-1.1,3,1.4
S02000317,S02000614,3,0,0,4,-3,-3,1,7,2,1,1,38%,0.6,3,0.0,1,-1.1,4,0.0
S02000317,S02000615,4,3,0,3,-4,-1,-1,10,3,1,1,28%,0.5,4,1.3,2,-1.4,6,-1.1
S02000317,S02000617,5,0,0,0,-5,-5,-5,5,2,3,3,221%,2.8,2,2.0,1,-1.0,3,-1.7
S02000317,S02000622,3,0,0,4,-3,-3,1,7,2,1,1,38%,0.6,3,0.0,1,-1.1,4,0.0
S02000317,S02000624,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000317,S02000625,0,0,0,10,0,0,10,10,3,-3,3,100%,-1.8,4,-2.1,2,-1.4,6,1.8
S02000317,S02000627,5,0,0,0,-5,-5,-5,5,2,3,3,221%,2.8,2,2.0,1,-1.0,3,-1.7
S02000317,S02000628,6,3,0,3,-6,-3,-3,12,4,2,2,61%,1.2,5,1.7,2,-1.5,7,-1.5
S02000317,S02000631,8,4,0,4,-8,-4,-4,16,5,3,3,61%,1.4,7,2.0,3,-1.7,9,-1.7
S02000317,S02000633,0,6,0,9,0,6,9,15,5,-5,5,100%,-2.2,6,-0.2,3,-1.7,9,0.1
S02000317,S02000634,13,6,5,15,-8,-7,2,39,12,1,1,7%,0.2,17,0.6,7,-0.8,22,-0.5
S02000317,S02000635,6,0,0,5,-6,-6,-1,11,3,3,3,75%,1.4,5,0.6,2,-1.4,6,-0.5
S02000317,S02000638,3,0,0,0,-3,-3,-3,3,1,2,2,221%,2.1,1,1.5,1,-0.7,2,-1.3
S02000317,S02000639,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000317,S02000644,0,0,19,0,19,0,0,19,6,-6,6,100%,-2.4,8,-2.8,4,8.3,11,2.4
S02000317,S02000651,3,0,8,5,5,-3,2,16,5,-2,2,40%,-0.9,7,-1.5,3,2.9,9,1.3
