source,dest,likelyOperating,otherMiddle,officeClosed,otherClosed,diffOfCl_LiOp,diffOtMi_LiOp,diffOtCl_LiOp,ALL,exp-LO,diff-LO,magDiff-LO,propDiff-LO,CHI-LO,exp-LOOM,CHI-LOOM,exp-offC,CHI-offC,exp-allC,CHI-allC
S02000636,S02001000,0,0,0,5,0,0,5,5,2,-2,2,100%,-1.2,2,-1.5,1,-1.0,3,1.3
S02000636,S02001010,3,0,5,0,2,-3,-3,8,2,1,1,20%,0.3,3,-0.2,1,2.9,5,0.2
S02000636,S02001013,0,6,0,3,0,6,3,9,3,-3,3,100%,-1.7,4,1.1,2,-1.3,5,-1.0
S02000636,S02001015,0,5,0,0,0,5,0,5,2,-2,2,100%,-1.2,2,2.0,1,-1.0,3,-1.7
S02000636,S02001153,3,0,0,0,-3,-3,-3,3,1,2,2,221%,2.1,1,1.5,1,-0.7,2,-1.3
S02000636,S02001161,0,4,0,0,0,4,0,4,1,-1,1,100%,-1.1,2,1.8,1,-0.9,2,-1.5
S02000636,S02001162,0,4,3,3,3,4,3,10,3,-3,3,100%,-1.8,4,-0.1,2,0.8,6,0.1
S02000636,S02001185,0,0,0,5,0,0,5,5,2,-2,2,100%,-1.2,2,-1.5,1,-1.0,3,1.3
S02000637,S02000328,7,0,0,0,-7,-7,-7,7,2,5,5,221%,3.3,3,2.3,1,-1.1,4,-2.0
S02000637,S02000587,0,7,0,0,0,7,0,7,2,-2,2,100%,-1.5,3,2.3,1,-1.1,4,-2.0
S02000637,S02000597,3,0,6,17,3,-3,14,26,8,-5,5,63%,-1.8,11,-2.4,5,0.5,15,2.1
S02000637,S02000599,0,3,0,0,0,3,0,3,1,-1,1,100%,-1.0,1,1.5,1,-0.7,2,-1.3
S02000637,S02000601,4,0,0,0,-4,-4,-4,4,1,3,3,221%,2.5,2,1.8,1,-0.9,2,-1.5
S02000637,S02000603,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000637,S02000606,0,0,0,4,0,0,4,4,1,-1,1,100%,-1.1,2,-1.3,1,-0.9,2,1.1
S02000637,S02000607,6,0,0,0,-6,-6,-6,6,2,4,4,221%,3.0,3,2.2,1,-1.1,3,-1.9
S02000637,S02000608,14,0,0,3,-14,-14,-11,17,5,9,9,164%,3.8,7,2.5,3,-1.8,10,-2.2
S02000637,S02000614,3,0,0,0,-3,-3,-3,3,1,2,2,221%,2.1,1,1.5,1,-0.7,2,-1.3
S02000637,S02000617,5,0,0,4,-5,-5,-1,9,3,2,2,78%,1.3,4,0.6,2,-1.3,5,-0.5
S02000637,S02000621,0,0,4,3,4,0,3,7,2,-2,2,100%,-1.5,3,-1.7,1,2.4,4,1.5
S02000637,S02000622,3,0,0,0,-3,-3,-3,3,1,2,2,221%,2.1,1,1.5,1,-0.7,2,-1.3
S02000637,S02000625,7,5,0,22,-7,-2,15,34,11,-4,4,34%,-1.1,14,-0.6,6,-2.5,20,0.6
S02000637,S02000627,10,3,0,6,-10,-7,-4,19,6,4,4,69%,1.7,8,1.7,4,-1.9,11,-1.5
S02000637,S02000628,4,0,0,3,-4,-4,-1,7,2,2,2,83%,1.2,3,0.6,1,-1.1,4,-0.5
S02000637,S02000631,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000637,S02000633,6,0,0,0,-6,-6,-6,6,2,4,4,221%,3.0,3,2.2,1,-1.1,3,-1.9
S02000637,S02000634,17,0,4,11,-13,-17,-6,32,10,7,7,71%,2.2,14,0.9,6,-0.8,18,-0.8
S02000637,S02000635,7,0,0,0,-7,-7,-7,7,2,5,5,221%,3.3,3,2.3,1,-1.1,4,-2.0
S02000637,S02000637,4,3,4,20,0,-1,16,31,10,-6,6,59%,-1.8,13,-1.7,6,-0.7,18,1.5
S02000637,S02000638,5,0,0,7,-5,-5,2,12,4,1,1,34%,0.7,5,0.0,2,-1.5,7,0.0
S02000637,S02000639,0,3,0,4,0,3,4,7,2,-2,2,100%,-1.5,3,0.0,1,-1.1,4,0.0
S02000637,S02000642,6,0,0,4,-6,-6,-2,10,3,3,3,93%,1.6,4,0.8,2,-1.4,6,-0.7
S02000637,S02000644,4,0,5,6,1,-4,2,15,5,-1,1,14%,-0.3,6,-0.9,3,1.3,9,0.8
S02000637,S02000646,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000637,S02000649,0,0,3,0,3,0,0,3,1,-1,1,100%,-1.0,1,-1.1,1,3.3,2,1.0
S02000637,S02000651,5,0,4,4,-1,-5,-1,13,4,1,1,23%,0.5,6,-0.2,2,1.0,7,0.2
S02000637,S02000655,31,5,50,35,19,-26,4,121,38,-7,7,18%,-1.1,51,-2.2,22,5.8,70,1.9
S02000637,S02000656,12,18,4,15,-8,6,3,49,15,-3,3,21%,-0.8,21,2.0,9,-1.7,28,-1.7
S02000637,S02000658,14,5,7,38,-7,-9,24,64,20,-6,6,30%,-1.3,27,-1.6,12,-1.4,37,1.4
S02000637,S02000659,0,0,3,0,3,0,0,3,1,-1,1,100%,-1.0,1,-1.1,1,3.3,2,1.0
S02000637,S02000660,54,10,5,25,-49,-44,-29,94,29,25,25,84%,4.6,40,3.8,17,-3.0,54,-3.3
S02000637,S02000661,6,0,7,4,1,-6,-2,17,5,1,1,13%,0.3,7,-0.5,3,2.2,10,0.4
S02000637,S02000664,4,0,0,5,-4,-4,1,9,3,1,1,43%,0.7,4,0.1,2,-1.3,5,-0.1
S02000637,S02000667,3,0,0,0,-3,-3,-3,3,1,2,2,221%,2.1,1,1.5,1,-0.7,2,-1.3
S02000637,S02000669,0,0,4,6,4,0,6,10,3,-3,3,100%,-1.8,4,-2.1,2,1.6,6,1.8
S02000637,S02000670,5,13,0,0,-5,8,-5,18,6,-1,1,11%,-0.3,8,3.7,3,-1.8,10,-3.2
S02000637,S02000671,4,0,0,0,-4,-4,-4,4,1,3,3,221%,2.5,2,1.8,1,-0.9,2,-1.5
S02000637,S02000672,0,5,0,11,0,5,11,16,5,-5,5,100%,-2.2,7,-0.7,3,-1.7,9,0.6
S02000637,S02000676,8,0,0,0,-8,-8,-8,8,2,6,6,221%,3.5,3,2.5,1,-1.2,5,-2.1
S02000637,S02000684,3,6,4,0,1,3,-3,13,4,-1,1,26%,-0.5,6,1.5,2,1.0,7,-1.3
S02000637,S02000689,5,0,0,3,-5,-5,-2,8,2,3,3,101%,1.6,3,0.9,1,-1.2,5,-0.7
S02000637,S02000691,3,0,0,0,-3,-3,-3,3,1,2,2,221%,2.1,1,1.5,1,-0.7,2,-1.3
S02000637,S02000701,0,0,0,4,0,0,4,4,1,-1,1,100%,-1.1,2,-1.3,1,-0.9,2,1.1
S02000637,S02000715,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000637,S02001000,11,3,7,7,-4,-8,-4,28,9,2,2,26%,0.8,12,0.6,5,0.8,16,-0.5
S02000637,S02001007,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000637,S02001010,3,0,0,4,-3,-3,1,7,2,1,1,38%,0.6,3,0.0,1,-1.1,4,0.0
S02000637,S02001013,11,28,3,43,-8,17,32,85,26,-15,15,58%,-3.0,36,0.5,16,-3.2,49,-0.4
S02000637,S02001015,0,8,0,3,0,8,3,11,3,-3,3,100%,-1.9,5,1.5,2,-1.4,6,-1.3
S02000637,S02001148,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000637,S02001185,6,0,0,3,-6,-6,-3,9,3,3,3,114%,1.9,4,1.1,2,-1.3,5,-1.0
S02000638,S02000586,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000638,S02000597,4,0,5,14,1,-4,10,23,7,-3,3,44%,-1.2,10,-1.8,4,0.4,13,1.6
S02000638,S02000601,3,0,0,0,-3,-3,-3,3,1,2,2,221%,2.1,1,1.5,1,-0.7,2,-1.3
S02000638,S02000602,4,0,0,0,-4,-4,-4,4,1,3,3,221%,2.5,2,1.8,1,-0.9,2,-1.5
S02000638,S02000607,7,0,0,0,-7,-7,-7,7,2,5,5,221%,3.3,3,2.3,1,-1.1,4,-2.0
S02000638,S02000609,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000638,S02000613,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000638,S02000617,0,4,0,5,0,4,5,9,3,-3,3,100%,-1.7,4,0.1,2,-1.3,5,-0.1
S02000638,S02000621,0,3,0,0,0,3,0,3,1,-1,1,100%,-1.0,1,1.5,1,-0.7,2,-1.3
S02000638,S02000625,7,0,4,14,-3,-7,7,25,8,-1,1,10%,-0.3,11,-1.1,5,-0.3,14,1.0
S02000638,S02000627,5,0,0,7,-5,-5,2,12,4,1,1,34%,0.7,5,0.0,2,-1.5,7,0.0
S02000638,S02000628,5,0,3,3,-2,-5,-2,11,3,2,2,46%,0.9,5,0.1,2,0.7,6,-0.1
S02000638,S02000631,4,0,0,13,-4,-4,9,17,5,-1,1,24%,-0.6,7,-1.2,3,-1.8,10,1.0
S02000638,S02000633,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000638,S02000634,14,0,3,12,-11,-14,-2,29,9,5,5,55%,1.7,12,0.5,5,-1.0,17,-0.4
S02000638,S02000637,5,0,0,8,-5,-5,3,13,4,1,1,23%,0.5,6,-0.2,2,-1.6,7,0.2
S02000638,S02000638,11,3,5,9,-6,-8,-2,28,9,2,2,26%,0.8,12,0.6,5,-0.1,16,-0.5
S02000638,S02000642,12,4,0,4,-12,-8,-8,20,6,6,6,93%,2.3,9,2.6,4,-1.9,11,-2.2
S02000638,S02000644,11,5,4,12,-7,-6,1,32,10,1,1,10%,0.3,14,0.6,6,-0.8,18,-0.6
S02000638,S02000649,4,4,4,5,0,0,1,17,5,-1,1,24%,-0.6,7,0.3,3,0.5,10,-0.2
S02000638,S02000651,0,0,8,0,8,0,0,8,2,-2,2,100%,-1.6,3,-1.8,1,5.4,5,1.6
S02000638,S02000655,30,5,52,29,22,-25,-1,116,36,-6,6,17%,-1.0,49,-2.0,21,6.6,67,1.8
S02000638,S02000656,14,16,21,41,7,2,27,92,29,-15,15,51%,-2.7,39,-1.5,17,1.0,53,1.3
S02000638,S02000658,24,6,4,30,-20,-18,6,64,20,4,4,20%,0.9,27,0.5,12,-2.3,37,-0.5
S02000638,S02000659,0,0,4,0,4,0,0,4,1,-1,1,100%,-1.1,2,-1.3,1,3.8,2,1.1
S02000638,S02000660,56,5,7,21,-49,-51,-35,89,28,28,28,102%,5.4,38,3.8,16,-2.3,51,-3.2
S02000638,S02000661,9,0,6,4,-3,-9,-5,19,6,3,3,52%,1.3,8,0.3,4,1.3,11,-0.3
S02000638,S02000663,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000638,S02000664,6,0,0,4,-6,-6,-2,10,3,3,3,93%,1.6,4,0.8,2,-1.4,6,-0.7
S02000638,S02000666,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000638,S02000669,0,0,0,4,0,0,4,4,1,-1,1,100%,-1.1,2,-1.3,1,-0.9,2,1.1
S02000638,S02000670,6,6,0,0,-6,0,-6,12,4,2,2,61%,1.2,5,3.1,2,-1.5,7,-2.6
S02000638,S02000672,0,0,0,10,0,0,10,10,3,-3,3,100%,-1.8,4,-2.1,2,-1.4,6,1.8
S02000638,S02000673,0,0,0,4,0,0,4,4,1,-1,1,100%,-1.1,2,-1.3,1,-0.9,2,1.1
S02000638,S02000684,5,6,3,4,-2,1,-1,18,6,-1,1,11%,-0.3,8,1.2,3,-0.2,10,-1.0
S02000638,S02000689,14,0,0,0,-14,-14,-14,14,4,10,10,221%,4.6,6,3.3,3,-1.6,8,-2.8
S02000638,S02000712,0,3,0,0,0,3,0,3,1,-1,1,100%,-1.0,1,1.5,1,-0.7,2,-1.3
S02000638,S02000781,3,0,0,0,-3,-3,-3,3,1,2,2,221%,2.1,1,1.5,1,-0.7,2,-1.3
S02000638,S02001000,5,0,0,5,-5,-5,0,10,3,2,2,61%,1.1,4,0.4,2,-1.4,6,-0.3
S02000638,S02001007,0,0,0,6,0,0,6,6,2,-2,2,100%,-1.4,3,-1.6,1,-1.1,3,1.4
S02000638,S02001010,7,0,3,0,-4,-7,-7,10,3,4,4,125%,2.2,4,1.3,2,0.8,6,-1.1
S02000638,S02001013,0,9,0,16,0,9,16,25,8,-8,8,100%,-2.8,11,-0.5,5,-2.2,14,0.4
S02000638,S02001015,0,9,0,3,0,9,3,12,4,-4,4,100%,-1.9,5,1.7,2,-1.5,7,-1.5
S02000638,S02001161,0,0,3,0,3,0,0,3,1,-1,1,100%,-1.0,1,-1.1,1,3.3,2,1.0
S02000638,S02001162,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000638,S02001185,4,0,0,3,-4,-4,-1,7,2,2,2,83%,1.2,3,0.6,1,-1.1,4,-0.5
S02000639,S02000324,0,3,0,3,0,3,3,6,2,-2,2,100%,-1.4,3,0.3,1,-1.1,3,-0.2
S02000639,S02000597,4,0,0,12,-4,-4,8,16,5,-1,1,20%,-0.4,7,-1.1,3,-1.7,9,0.9
S02000639,S02000599,0,3,0,0,0,3,0,3,1,-1,1,100%,-1.0,1,1.5,1,-0.7,2,-1.3
S02000639,S02000601,11,0,0,0,-11,-11,-11,11,3,8,8,221%,4.1,5,2.9,2,-1.4,6,-2.5
S02000639,S02000607,6,0,0,4,-6,-6,-2,10,3,3,3,93%,1.6,4,0.8,2,-1.4,6,-0.7
S02000639,S02000608,20,0,0,3,-20,-20,-17,23,7,13,13,179%,4.8,10,3.3,4,-2.1,13,-2.8
S02000639,S02000610,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000639,S02000611,0,4,0,0,0,4,0,4,1,-1,1,100%,-1.1,2,1.8,1,-0.9,2,-1.5
S02000639,S02000612,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000639,S02000616,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000639,S02000621,0,0,0,4,0,0,4,4,1,-1,1,100%,-1.1,2,-1.3,1,-0.9,2,1.1
S02000639,S02000624,4,0,0,0,-4,-4,-4,4,1,3,3,221%,2.5,2,1.8,1,-0.9,2,-1.5
S02000639,S02000625,8,0,4,21,-4,-8,13,33,10,-2,2,22%,-0.7,14,-1.6,6,-0.9,19,1.4
S02000639,S02000627,8,0,0,20,-8,-8,12,28,9,-1,1,8%,-0.2,12,-1.1,5,-2.3,16,1.0
S02000639,S02000628,8,0,0,4,-8,-8,-4,12,4,4,4,114%,2.2,5,1.3,2,-1.5,7,-1.1
S02000639,S02000631,0,0,3,6,3,0,6,9,3,-3,3,100%,-1.7,4,-2.0,2,1.0,5,1.7
S02000639,S02000633,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000639,S02000634,16,4,4,5,-12,-12,-11,29,9,7,7,77%,2.3,12,2.2,5,-0.6,17,-1.9
S02000639,S02000635,3,0,0,0,-3,-3,-3,3,1,2,2,221%,2.1,1,1.5,1,-0.7,2,-1.3
S02000639,S02000637,5,0,0,12,-5,-5,7,17,5,0,0,6%,-0.1,7,-0.8,3,-1.8,10,0.7
S02000639,S02000638,8,3,0,5,-8,-5,-3,16,5,3,3,61%,1.4,7,1.6,3,-1.7,9,-1.4
S02000639,S02000639,7,0,0,13,-7,-7,6,20,6,1,1,12%,0.3,9,-0.5,4,-1.9,11,0.4
S02000639,S02000641,4,0,0,5,-4,-4,1,9,3,1,1,43%,0.7,4,0.1,2,-1.3,5,-0.1
S02000639,S02000642,8,0,0,7,-8,-8,-1,15,5,3,3,71%,1.5,6,0.6,3,-1.7,9,-0.6
S02000639,S02000644,11,0,3,0,-8,-11,-11,14,4,7,7,152%,3.2,6,2.1,3,0.3,8,-1.8
S02000639,S02000649,0,3,3,7,3,3,7,13,4,-4,4,100%,-2.0,6,-1.1,2,0.4,7,0.9
S02000639,S02000651,0,0,5,0,5,0,0,5,2,-2,2,100%,-1.2,2,-1.5,1,4.2,3,1.3
S02000639,S02000655,31,6,81,42,50,-25,11,160,50,-19,19,38%,-2.7,68,-3.8,30,9.4,92,3.2
S02000639,S02000656,12,16,0,31,-12,4,19,59,18,-6,6,35%,-1.5,25,0.6,11,-3.3,34,-0.5
S02000639,S02000658,26,3,12,29,-14,-23,3,70,22,4,4,19%,0.9,30,-0.1,13,-0.3,40,0.1
S02000639,S02000659,0,0,3,0,3,0,0,3,1,-1,1,100%,-1.0,1,-1.1,1,3.3,2,1.0
S02000639,S02000660,52,7,13,19,-39,-45,-33,91,28,24,24,83%,4.4,39,3.3,17,-0.9,52,-2.8
S02000639,S02000661,7,3,12,4,5,-4,-3,26,8,-1,1,14%,-0.4,11,-0.3,5,3.3,15,0.3
S02000639,S02000664,5,0,0,5,-5,-5,0,10,3,2,2,61%,1.1,4,0.4,2,-1.4,6,-0.3
S02000639,S02000665,0,0,6,0,6,0,0,6,2,-2,2,100%,-1.4,3,-1.6,1,4.6,3,1.4
S02000639,S02000667,3,0,0,0,-3,-3,-3,3,1,2,2,221%,2.1,1,1.5,1,-0.7,2,-1.3
S02000639,S02000668,6,0,0,0,-6,-6,-6,6,2,4,4,221%,3.0,3,2.2,1,-1.1,3,-1.9
S02000639,S02000669,0,0,3,4,3,0,4,7,2,-2,2,100%,-1.5,3,-1.7,1,1.5,4,1.5
S02000639,S02000670,7,6,0,4,-7,-1,-3,17,5,2,2,32%,0.7,7,2.1,3,-1.8,10,-1.8
S02000639,S02000672,0,0,0,12,0,0,12,12,4,-4,4,100%,-1.9,5,-2.3,2,-1.5,7,1.9
S02000639,S02000673,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000639,S02000676,5,0,0,5,-5,-5,0,10,3,2,2,61%,1.1,4,0.4,2,-1.4,6,-0.3
S02000639,S02000681,3,0,0,0,-3,-3,-3,3,1,2,2,221%,2.1,1,1.5,1,-0.7,2,-1.3
S02000639,S02000684,0,10,0,0,0,10,0,10,3,-3,3,100%,-1.8,4,2.8,2,-1.4,6,-2.4
S02000639,S02000688,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000639,S02000689,10,0,0,8,-10,-10,-2,18,6,4,4,78%,1.9,8,0.8,3,-1.8,10,-0.7
S02000639,S02000691,4,0,0,0,-4,-4,-4,4,1,3,3,221%,2.5,2,1.8,1,-0.9,2,-1.5
S02000639,S02000696,4,0,0,0,-4,-4,-4,4,1,3,3,221%,2.5,2,1.8,1,-0.9,2,-1.5
S02000639,S02000701,3,0,0,0,-3,-3,-3,3,1,2,2,221%,2.1,1,1.5,1,-0.7,2,-1.3
S02000639,S02000705,0,0,0,4,0,0,4,4,1,-1,1,100%,-1.1,2,-1.3,1,-0.9,2,1.1
S02000639,S02000783,4,0,0,0,-4,-4,-4,4,1,3,3,221%,2.5,2,1.8,1,-0.9,2,-1.5
S02000639,S02000984,3,0,0,0,-3,-3,-3,3,1,2,2,221%,2.1,1,1.5,1,-0.7,2,-1.3
S02000639,S02000991,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000639,S02000993,8,0,0,0,-8,-8,-8,8,2,6,6,221%,3.5,3,2.5,1,-1.2,5,-2.1
S02000639,S02000994,4,0,0,0,-4,-4,-4,4,1,3,3,221%,2.5,2,1.8,1,-0.9,2,-1.5
S02000639,S02000997,0,3,0,0,0,3,0,3,1,-1,1,100%,-1.0,1,1.5,1,-0.7,2,-1.3
S02000639,S02000999,0,0,0,10,0,0,10,10,3,-3,3,100%,-1.8,4,-2.1,2,-1.4,6,1.8
S02000639,S02001000,7,0,0,15,-7,-7,8,22,7,0,0,2%,0.1,9,-0.8,4,-2.0,13,0.7
S02000639,S02001003,3,0,0,0,-3,-3,-3,3,1,2,2,221%,2.1,1,1.5,1,-0.7,2,-1.3
S02000639,S02001007,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000639,S02001010,14,6,4,17,-10,-8,3,41,13,1,1,10%,0.3,17,0.6,8,-1.3,24,-0.5
S02000639,S02001013,0,20,8,39,8,20,39,67,21,-21,21,100%,-4.6,28,-1.6,12,-1.2,39,1.4
S02000639,S02001014,3,3,0,0,-3,0,-3,6,2,1,1,61%,0.8,3,2.2,1,-1.1,3,-1.9
S02000639,S02001015,0,11,3,0,3,11,0,14,4,-4,4,100%,-2.1,6,2.1,3,0.3,8,-1.8
S02000639,S02001016,0,0,3,3,3,0,3,6,2,-2,2,100%,-1.4,3,-1.6,1,1.8,3,1.4
S02000639,S02001161,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000639,S02001185,5,0,0,0,-5,-5,-5,5,2,3,3,221%,2.8,2,2.0,1,-1.0,3,-1.7
S02000640,S02000264,0,3,0,5,0,3,5,8,2,-2,2,100%,-1.6,3,-0.2,1,-1.2,5,0.2
S02000640,S02000270,0,0,3,0,3,0,0,3,1,-1,1,100%,-1.0,1,-1.1,1,3.3,2,1.0
S02000640,S02000281,0,3,0,0,0,3,0,3,1,-1,1,100%,-1.0,1,1.5,1,-0.7,2,-1.3
S02000640,S02000587,0,3,0,0,0,3,0,3,1,-1,1,100%,-1.0,1,1.5,1,-0.7,2,-1.3
S02000640,S02000611,8,6,0,8,-8,-2,0,22,7,1,1,17%,0.4,9,1.5,4,-2.0,13,-1.3
S02000640,S02000613,3,0,0,5,-3,-3,2,8,2,1,1,20%,0.3,3,-0.2,1,-1.2,5,0.2
S02000640,S02000617,3,0,0,0,-3,-3,-3,3,1,2,2,221%,2.1,1,1.5,1,-0.7,2,-1.3
S02000640,S02000618,8,0,3,5,-5,-8,-3,16,5,3,3,61%,1.4,7,0.5,3,0.0,9,-0.4
S02000640,S02000619,4,0,0,0,-4,-4,-4,4,1,3,3,221%,2.5,2,1.8,1,-0.9,2,-1.5
S02000640,S02000620,0,0,0,4,0,0,4,4,1,-1,1,100%,-1.1,2,-1.3,1,-0.9,2,1.1
S02000640,S02000623,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000640,S02000626,0,0,0,5,0,0,5,5,2,-2,2,100%,-1.2,2,-1.5,1,-1.0,3,1.3
S02000640,S02000628,4,0,0,0,-4,-4,-4,4,1,3,3,221%,2.5,2,1.8,1,-0.9,2,-1.5
S02000640,S02000629,13,13,7,0,-6,0,-13,33,10,3,3,26%,0.8,14,3.2,6,0.4,19,-2.7
S02000640,S02000630,8,0,0,0,-8,-8,-8,8,2,6,6,221%,3.5,3,2.5,1,-1.2,5,-2.1
S02000640,S02000632,7,5,4,34,-3,-2,27,50,16,-9,9,55%,-2.2,21,-2.0,9,-1.7,29,1.7
S02000640,S02000633,21,7,8,52,-13,-14,31,88,27,-6,6,23%,-1.2,37,-1.5,16,-2.1,51,1.3
S02000640,S02000634,10,0,6,11,-4,-10,1,27,8,2,2,19%,0.5,11,-0.4,5,0.4,16,0.4
S02000640,S02000635,9,0,0,5,-9,-9,-4,14,4,5,5,106%,2.2,6,1.2,3,-1.6,8,-1.1
S02000640,S02000636,5,3,0,5,-5,-2,0,13,4,1,1,23%,0.5,6,1.1,2,-1.6,7,-0.9
S02000640,S02000640,18,0,8,26,-10,-18,8,52,16,2,2,11%,0.4,22,-0.9,10,-0.5,30,0.8
S02000640,S02000642,0,4,0,0,0,4,0,4,1,-1,1,100%,-1.1,2,1.8,1,-0.9,2,-1.5
S02000640,S02000643,14,17,5,7,-9,3,-7,43,13,1,1,5%,0.2,18,3.0,8,-1.0,25,-2.6
S02000640,S02000645,0,4,0,0,0,4,0,4,1,-1,1,100%,-1.1,2,1.8,1,-0.9,2,-1.5
S02000640,S02000646,0,0,0,7,0,0,7,7,2,-2,2,100%,-1.5,3,-1.7,1,-1.1,4,1.5
S02000640,S02000647,0,0,0,7,0,0,7,7,2,-2,2,100%,-1.5,3,-1.7,1,-1.1,4,1.5
S02000640,S02000648,0,4,0,9,0,4,9,13,4,-4,4,100%,-2.0,6,-0.7,2,-1.6,7,0.6
S02000640,S02000650,4,0,0,4,-4,-4,0,8,2,2,2,61%,1.0,3,0.3,1,-1.2,5,-0.3
S02000640,S02000651,0,0,3,0,3,0,0,3,1,-1,1,100%,-1.0,1,-1.1,1,3.3,2,1.0
S02000640,S02000652,4,0,0,9,-4,-4,5,13,4,0,0,1%,0.0,6,-0.7,2,-1.6,7,0.6
S02000640,S02000654,25,0,0,10,-25,-25,-15,35,11,14,14,129%,4.3,15,2.6,6,-2.5,20,-2.3
S02000640,S02000655,41,12,87,58,46,-29,17,198,62,-21,21,34%,-2.6,84,-3.4,37,8.3,114,2.9
S02000640,S02000656,6,0,0,3,-6,-6,-3,9,3,3,3,114%,1.9,4,1.1,2,-1.3,5,-1.0
S02000640,S02000657,6,0,0,3,-6,-6,-3,9,3,3,3,114%,1.9,4,1.1,2,-1.3,5,-1.0
S02000640,S02000658,62,5,12,53,-50,-57,-9,132,41,21,21,51%,3.3,56,1.4,24,-2.5,76,-1.2
S02000640,S02000659,7,0,4,10,-3,-7,3,21,7,0,0,7%,0.2,9,-0.6,4,0.1,12,0.6
S02000640,S02000660,6,4,0,4,-6,-2,-2,14,4,2,2,38%,0.8,6,1.7,3,-1.6,8,-1.4
S02000640,S02000661,3,3,6,5,3,0,2,17,5,-2,2,43%,-1.0,7,-0.5,3,1.6,10,0.4
S02000640,S02000663,5,11,0,20,-5,6,15,36,11,-6,6,55%,-1.9,15,0.2,7,-2.6,21,-0.2
S02000640,S02000666,4,0,0,6,-4,-4,2,10,3,1,1,28%,0.5,4,-0.1,2,-1.4,6,0.1
S02000640,S02000667,0,0,0,3,0,0,3,3,1,-1,1,100%,-1.0,1,-1.1,1,-0.7,2,1.0
S02000640,S02000670,9,17,0,4,-9,8,-5,30,9,0,0,4%,-0.1,13,3.7,6,-2.4,17,-3.2
S02000640,S02000672,0,0,0,9,0,0,9,9,3,-3,3,100%,-1.7,4,-2.0,2,-1.3,5,1.7
